crID	flank	n_reads	raw_sites	sites	sv_sites	lowq	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
1127	5000	24	512	513	22	0	0.909	2	0.958	15,8,1	1.1	1.0	1.0	0.0	0.0	2	0.881	23	15	8	1.0	0.0	0.0	1.0	0.0	0.0		{"0d9212af-5f4e-4a17-bfc9-0458d6a2f17b": 0, "0fb25547-bc2c-40dc-9f17-3e8c0370c318": 0, "16251b52-1832-4aad-9734-9d7df15e5391": 0, "3567ad32-32e0-41ae-b327-e3f6858928f5": 1, "3fbea548-e552-4c7f-90d5-9f5f2a8e07cc": 1, "45fc9ebd-967d-4abb-910b-a5549afc3c37": 1, "55aa6fb6-18bb-4f17-aa84-fcf5d2f87ae5": 0, "55e274ca-e240-4441-9f24-25dc9a412a18": -1, "565de863-27f5-46f2-8a37-8c92bf1710a2": 0, "6a1d685a-1449-403e-aa34-eb0d38c6044b": 0, "781c6b11-3bf5-44bf-a9d8-0d2c072b7322": 1, "92e63f24-4043-4ef5-b831-80213c04a197": 0, "a14e9b53-804a-4f8c-b75c-68f8eba86774": 0, "aef78f62-13d4-4627-8420-5d047d8b5c00": 1, "b6229704-0f4d-45ef-b5cb-a22c1d6efeeb": 0, "c5393dd5-183b-452b-a31b-59cf32736bf3": 1, "c9c93c4e-87a3-4631-a9d7-d113239beb98": 1, "cbdb2e5c-88cd-4641-8230-ed5b8f650a3d": 0, "cd1f98a3-fd5e-42c0-af61-31769d6aec58": 0, "db0a5627-5a0c-48b5-989e-c9623263d979": 0, "db5981ff-62c5-445f-bc47-92c2eff5cd06": 0, "ed935fcc-1b0c-47d4-bad7-ec01c6610f7c": 0, "eebc343f-4540-4756-9631-d113bf2521b1": 0, "f12f41eb-2fa6-44f4-925b-d9564cfecc95": 1}
1128	5000	22	178	99	1	0	0.74	2	0.682	11,4,1,1,1,1,1,1,1	0.8	1.0	nan	nan	nan	2	-0.062	1	2	3	nan	nan	nan	nan	nan	nan		{"15054aa9-99d4-432b-a370-342aab8e4952": 0, "27ac7cf5-e46c-4b96-93cc-d4142926d568": -1, "330ade63-d978-43d5-8b29-dce6756f6bd7": 1, "3a4a6383-2aca-41b7-938d-26d11c6446bd": 0, "40309670-51ce-4e67-b2f1-7cac374e7376": 0, "520589a7-e90b-4e5b-89f6-32fffc038b88": 0, "70461e05-ae77-45ce-bf64-04511dc4b39c": 0, "73864ff1-f063-480d-964f-ca008f392797": 0, "774af19d-496a-4a01-871f-50e956ab10bf": 0, "786d5c3e-8494-4b31-8704-a399ae589f66": 1, "7cf1b6ea-91af-4cd7-aa0d-6cd916d46198": -1, "982cdc74-272d-4bba-a8a9-9d823eae9e8a": 1, "adcafb6c-1f58-4cfa-9dcc-e7bad0401329": 0, "aff6e092-50bd-40f2-a778-5d3d20cb56d8": 0, "c5f39d87-03ba-4686-8b6d-5334eb654c38": -1, "cc3158ff-43fd-4cd7-9ddc-1268fe0bf76c": -1, "de050a3b-4b05-4878-91a4-5b1a0464e9d2": -1, "de520db5-be1d-4fb6-b4d1-9324c0c0cc41": 0, "df32a11d-7c7f-4d01-85ab-7d0741050db1": 1, "e3776e00-018f-470e-830b-6cb3da907cfb": -1, "e7552f36-635e-43b1-b4c5-dd00ae6e0940": -1, "f0aa096a-a4b5-49d4-9cc4-d2f91181a5d7": 0}
1132	5000	14	17	5	0	0	0.264	2	0.5	4,3,1,1,1,1,1,1,1	0.4	nan	nan	nan	nan	1	0.0	0	0	0	nan	nan	nan	nan	nan	nan		{"0533f3f7-89b8-4178-816f-ea733bd6e1d9": 0, "1eef7948-5426-4a7d-9274-9352cd219263": 0, "241a47b1-01a5-4d03-af6e-1fe31194fc39": -1, "37959b08-3bfa-4afa-9feb-f63347c8690f": 1, "490af470-30c2-4136-9313-4f4df9eb1201": 1, "4fc54a4c-e735-4d2c-8d74-b98d383fad1c": 0, "591158c8-404a-4ce2-b278-238d5e5f4e2e": -1, "6ebf14e4-033a-401e-856f-2f34e265f071": 0, "a9e5600c-f5de-44f5-929b-7e7cc65d2e39": -1, "c702668f-ad6e-4fb2-87a9-deb72f019903": -1, "d0bdc83f-c17c-4f84-a36c-94b00c40078b": -1, "ed0b3d5b-e7bc-4903-baa6-979eb3037aef": -1, "f464cfd5-cc4f-4eaf-aa90-8966efe37998": 1, "f86d73fb-f061-44f4-86a8-29ad79f66a8c": -1}
1135	5000	25	345	342	14	0	0.45	2	0.68	10,7,1,1,1,1,1,1,1,1	0.9	0.81	1.0	0.0	0.0	2	0.266	21	12	12	0.838	0.34	0.0	0.676	0.28	0.364		{"04cf0d59-6dbf-4da1-b8a3-d4a1fe16092e": 1, "11485fe0-d9c7-4a2f-a024-c0a09bdda756": 0, "1d8b3b10-1b9e-46c4-9463-a87baf250ed4": -1, "268108f6-e849-4584-ba7d-0fd648d65ace": -1, "30b86dbd-d70c-4abe-9baf-9fcee08aa27e": 1, "31ea2bae-a629-476a-b74b-c211eaaf037c": -1, "3e44d4d4-6183-4192-bc4d-399ceb7dac44": 1, "41c90cf5-c996-45ad-bb94-103b70d8a0f0": 0, "45e1753a-525d-4a6f-8679-35f85d971bbf": -1, "4afd86c5-5634-480d-ad49-31e1bdef9aa6": -1, "685bc9e9-b087-445b-a16e-7fee89d39f2d": 1, "69bdfad7-9443-4c00-ab7f-7191db58e148": -1, "6a3c1ff0-092d-4b2d-af50-e09b3d7b48e5": 0, "782262bf-6d36-4dc1-9043-4c8aaf239e61": 0, "80933cb9-e4bb-4497-9acd-d83e4d97c4df": 1, "82c867c4-e67d-458e-a7ca-8876f63b0c8a": 0, "c24e007e-5117-44fb-9c51-efaca6977a17": 0, "d5732a42-5f4d-4833-b899-e3ba03e93197": 0, "dcce2be1-5fb8-44d6-93c2-258e53f46e19": 1, "e892128b-3500-4d20-bf0e-aa5b6d00996a": 0, "ea225f10-95b0-4ffa-8f91-59c6ba2f1c0c": 1, "ef27df60-572f-4490-99cd-17543516e70e": -1, "f05afaf9-f86c-4d8e-9df5-54b8983f455b": 0, "f075b3c8-549f-4479-a8c3-ac92b6808a7e": -1, "ffaa486e-ad1a-4406-aa00-020d0509f28b": 0}
1139	5000	17	56	28	0	0	0.743	2	0.882	12,3,1,1	0.5	0.833	0.4	0.0	1.0	1	0.0	6	3	3	0.467	0.333	0.667	0.4	0.0	1.0		{"01c5ab33-7f83-4c89-9178-4fd6fe13cc1d": 1, "0d0f6d9d-139e-4a99-9c83-80db820887bc": -1, "136ab80d-3471-42aa-8cdf-06f7c8f5f4f3": 0, "174a618f-4e8f-4020-ae87-12be6222a84e": -1, "175c8676-8831-4724-b7d3-05dbe770c7ae": 0, "407dcb63-a33d-4fc0-a4f4-86141c3bf992": 0, "648c15d6-5710-4edc-bfb3-ff659c6cd7c0": 0, "84418128-eb95-472d-b33e-0953a81f1260": 0, "872c8369-600b-4837-ba02-36abe1b88b0e": 0, "9d901cf6-b73e-4345-bcae-6d5428812223": 1, "a4291635-fd18-40ee-a007-29151e649e7b": 0, "a6451f85-824a-4dcb-b86a-d722fb827210": 1, "b5b1a28d-a03b-4172-9e29-9dca23a5088e": 0, "c52bc350-5b47-4edc-89f6-f0a220360927": 0, "cceb206e-cde7-49db-af68-f2a854a1d496": 0, "e6fc396d-fe1a-4d6d-bc68-bb7171e183ae": 0, "fd334d14-4b5b-401d-9a24-e6b13bb193a0": 0}
1148	5000	24	298	272	19	0	0.978	2	1.0	16,8	2.8	nan	nan	nan	nan	1	0.0	0	0	0	nan	nan	nan	nan	nan	nan		{"135f7783-705f-4be4-8e2d-28aae28d5787": 1, "1f93195d-fb25-4c05-bea8-7edf167a21c7": 1, "3ec5be52-0742-40e1-893f-90ffcd5f51d8": 0, "416bcef0-8a04-4af6-bc4a-74d03b7d896c": 0, "420a9a58-d4ad-4db1-8555-32c68de39466": 0, "51731a84-a187-441f-9fc0-f51efdb022d4": 0, "5f1b20f4-7a7e-4c03-97db-fbf192828731": 0, "671cbf69-9588-4bf9-9b8a-500bfa773397": 1, "7508efff-b18e-4e4f-a967-f56e45383674": 1, "7ae4435e-5025-42b2-90b5-c894060c6fd8": 1, "7d4f31fe-3bba-4199-b4c9-df45f51317f6": 0, "82f88117-e4eb-4bb9-bc4d-c349dfd383b6": 1, "8b6de21a-749b-4d94-9411-ba81ad042471": 0, "b8725c0d-d749-4457-ba6e-1889315482cf": 0, "c17b2ba6-f23c-4961-ba61-4b3b518ac6ee": 0, "c8e4a226-0f6e-4b44-a2e7-cd425f6ae015": 0, "ca20feb2-55fa-4ad7-b234-4819359b5ca1": 0, "d22a648a-161d-437e-b3e5-aa531f3e5787": 0, "d2782d11-4d90-4d1c-aa1b-992563b7e153": 0, "d5ba5b5d-1e54-4df2-9788-7a2b2f151727": 0, "da99b81e-34c1-454f-9c6d-e34f54812fa3": 0, "e4bb9bb1-d804-499f-8972-2109b95ff72b": 1, "f7dffbbd-3a08-4230-b6b3-765738358fde": 0, "fb219387-f1a7-4205-bd83-3e357c1eb4b9": 1}
1149	5000	15	611	590	14	0	1.0	2	1.0	10,5	0.7	1.0	1.0	0.0	0.0	2	1.0	5	2	3	1.0	0.0	0.0	1.0	0.0	0.0		{"3eb3aab1-988b-4434-a6a3-1292036e501d": 0, "45904844-6e52-4447-b517-d9529b645835": 0, "4f9c602f-de0a-474f-85ed-1253358482d0": 0, "6298b085-e75b-45cf-a781-542295d10928": 1, "73fcd710-5fea-44a6-8dbc-b5d5a391df4a": 1, "82a9d93a-ded1-4a80-988c-f22a04d88662": 0, "ac3b2120-51ff-48fb-af40-4dbd4dcb309f": 0, "bb64380b-c271-49fc-b044-ec3ac186d701": 0, "bbe89fba-247a-4528-950b-da3f8e288d64": 0, "c42ced20-8555-4a9e-aadd-79f777655673": 1, "cbdce88b-8fc0-42ae-b04a-96b465102bdc": 0, "dd5acfc1-d108-41a1-b0e9-5e585aec95c6": 0, "df5de5cd-4e17-46f2-b4f2-e98fddaf0061": 1, "e72a21eb-1684-4fb1-82e5-1fd8d13c9c34": 0, "f237aef9-db86-4e46-bae1-38564438709b": 1}
1153	5000	11	59	34	0	0	0.891	1	0.727	8,1,1,1	0.5	nan	nan	nan	nan	1	0.0	0	0	0	nan	nan	nan	nan	nan	nan		{"0bc9d4f4-a4b1-47c6-aa8c-d97ad271ed6d": 0, "1208996b-622e-4ef0-a0ff-5e5005183adc": 0, "2ad1e82f-ed95-4896-9619-b7e22bf89197": 0, "52adab29-cf81-4fd6-946e-8b8ddbef1b48": 0, "64e3aee8-bc67-44b2-b647-9c23ff6f9b68": -1, "8a0adc1c-d20e-4cf2-927a-6cf345bcc8de": -1, "90eeb196-3628-4d0d-aabb-cffae657965b": 0, "a9606eee-5a4f-4069-b6ba-98e45d41a396": 0, "dc00ddcc-5799-4165-8551-10edb2dc2412": -1, "e3df67c3-76ec-4b02-970a-7c1a542042c6": 0, "e5a546cc-4301-4cf5-ac9b-85194a54fe6f": 0}
1156	5000	35	283	380	157	0	0.822	3	0.8	18,6,4,1,1,1,1,1,1,1	9.2	0.821	0.775	0.252	0.2	2	0.381	28	14	17	0.693	0.495	0.133	0.577	0.264	0.571		{"0303eabb-ecc0-4334-a1f9-9bc6a1499af1": -1, "0b8932fe-b22c-4f3c-bcf6-1e62484dd29d": 0, "15b38500-6cc6-4dbe-b728-f7322b2f174b": 0, "160fd5e2-9159-4ff5-949e-d1d8774454b3": 0, "199a24ee-aa2d-4ecd-ad60-9c0e33d984e2": 1, "20d5ad40-1fa8-487e-b683-cad281cc8e70": 0, "289125bf-4eb8-4e74-8226-6960d8e8186a": 0, "29c8d5be-74b6-4eea-8a2e-5978577a6caa": -1, "2de30382-8e78-4aa5-beec-cce8c4470bac": 2, "34e98e7d-a987-4a88-9490-5df9e4beadd5": 0, "3baa897d-d770-442d-a81b-11b7fad196ef": -1, "3da47ddc-2de7-4f93-bfb6-deb35a3240c0": 0, "45953b01-ea3a-4c23-bc83-f1708f77437a": 0, "4661b5f4-e3d4-438e-9d6e-10106a6537c6": 0, "477fb317-4934-4de9-92e0-3daee4638e17": 1, "4c01a8fc-9ca6-487a-be1f-880170fafda0": 0, "51dbd641-3ab9-45c9-9944-6abeef8034a3": 2, "534df0d1-f4a9-4d1c-9e27-8ca5a75cb0ce": 1, "5576a012-4eaa-4b2a-8928-d7cae81ef731": 0, "5a501fe3-518d-4a80-a582-63342a6fab17": 0, "6b869bc0-9ce7-4aab-8c71-f3c12d067398": -1, "812c0574-b24f-4e9b-bed9-07b90564dec8": 2, "89943843-7647-4c5d-978a-4693f96c41e9": 1, "8b8b7110-982f-42dd-97cb-601d5ad10902": 0, "a6d8c805-51b7-42aa-977a-96cfd5116831": 0, "aefb662a-8e0b-47c2-9708-0c45cc45ef7e": 0, "bce7589a-cfaa-4b8c-839b-e735b0c5d14c": 0, "d66f8d11-2420-44e2-8a3f-bd0e17fb703b": -1, "dd90ea75-824f-4d4a-952a-9cc067bbc35d": -1, "ddf0ab47-d785-4dc0-9ec7-5403b1b434fb": 1, "de5ccc9e-044f-43e5-a0fe-095c64b31ca7": 2, "e1b0c969-e65f-49b4-ae1d-76e096216807": -1, "e79a7341-93af-4a97-ae16-b7b2122bf0e9": 1, "f5379c10-bee8-4719-8f1f-861a0fab7ccd": 0, "f8703e9f-94e7-41cb-b96b-cfc6b58dd63b": 0}
1165	5000	20	317	272	32	0	0.937	2	0.95	12,7,1	1.1	0.947	1.0	0.0	0.0	2	0.677	19	13	9	0.936	0.126	0.0	0.895	0.069	0.143		{"0259c796-7a38-4983-9e52-5c1e845b8beb": 1, "27110b9b-8d38-4242-af4a-b5d359cdfce1": 1, "2a16f4e8-7cd3-4f82-ac60-d8d2f5bc5691": 1, "39e972cc-8993-424d-9258-0af3d2df628c": 0, "3a95ad58-ced8-409b-8a97-a2671723acf2": 0, "4c0b7eb8-e3d6-498c-8863-3e167a2810b1": 1, "56a6e081-c454-4b73-aadc-cabe373ddc9d": 1, "5eebcc03-2472-42d6-a6fd-fe6eed6eb1a5": 0, "66a6b509-20d6-4ded-9aaf-81a7d2f3dc88": 0, "8a915202-0066-483a-8460-dce44e112bf1": 0, "90038a0d-4942-418f-9a18-7b96b6d02778": 0, "ab9b79ff-31a4-4698-95ae-048ffbc6fa49": 0, "aed52710-131f-44be-9a69-54148f85ee2c": 0, "b06eae3f-e3b7-4e7a-ae9b-fad67b81411d": 0, "c842a579-a2d8-47cf-ae04-a52ec78dba43": 1, "c8d32b1e-d7c9-4526-b144-d6a5f4685999": 0, "cd3716c3-a125-4564-8d8d-33f78f5be830": 0, "d5a3fe11-935b-4df5-8316-a84c7dd204b8": 1, "f0dccbd3-584a-4355-ae98-fc4c73ec8fe3": -1, "f12dffb7-196c-4eb8-aa2e-64b7e52898eb": 0}
1167	5000	15	133	130	26	0	0.981	2	1.0	11,4	0.5	1.0	1.0	0.0	0.0	2	0.719	15	5	11	1.0	0.0	0.0	0.867	0.049	0.25		{"16841070-a55d-4201-b19b-c9ccffeac8f4": 0, "1d2492d8-ece2-4613-87e0-f8a8632b32c7": 0, "4918bb00-0cb2-4688-9784-e380900bcd4d": 0, "4a2c4d13-3ad0-4147-982b-024372344720": 1, "4f8c3ebd-564a-4fa6-970d-b5d3a988a379": 0, "4ff8121c-f01f-4214-8e74-6b1804a71f25": 0, "50e4d6b2-4e79-49fc-bd19-76a799cb4c36": 1, "8239c473-9fe4-4642-ba11-41fb6a31b64b": 0, "96c60f37-0436-41e5-9331-7973a27c2a30": 0, "a83b83d7-79d1-4c39-928c-3b3c18dd3d48": 1, "ab5f033c-3aec-4301-a2d4-80fe1cccd992": 1, "d9e713bd-16fa-481c-9025-c10947b24084": 0, "dd771585-421e-4c4b-98d4-862cf8d487d7": 0, "e7d57bb2-7fc9-41ab-a6c2-eaf6662acdd5": 0, "ffa5e2ca-5e28-44f5-8aea-387f03c6917f": 0}
1174	5000	17	402	422	32	0	1.0	2	1.0	10,7	0.7	1.0	1.0	0.0	0.0	2	1.0	17	10	11	1.0	0.0	0.0	1.0	0.0	0.0		{"3bb9778b-6957-47eb-bb71-a1a29803cc6f": 1, "5dc46fe9-eccc-4783-81b7-1d4b9a63becd": 0, "612755c6-8d4d-430a-81ba-0c995a3fa6f8": 0, "71b5dc6f-7f88-4843-84a1-c7aad9d0efdd": 1, "73c98047-3b09-462d-9183-4dd41cfba103": 1, "76219f52-4e1c-460d-b881-91380a6be649": 0, "7626e8d3-d17c-4b5f-bbf3-50b7db97d701": 0, "82e1149b-d527-4ff0-839e-3cbd7f3877e9": 0, "87c4607b-2842-427c-b205-bbeee21a72cd": 0, "88a3792e-25e5-4da6-a263-aca1a4fbff0a": 0, "89c7e38e-7b5c-40f2-b270-f0cc92876e6d": 1, "9436909b-9bf7-4968-81bf-3d22f5d43908": 1, "b2a22b39-f7b5-4dc0-933b-fc19ae506261": 1, "b2a615be-d03d-4782-b123-b2055f76bebc": 0, "f1cc6546-bb85-4781-8e17-68ec5420daad": 0, "f4b3713d-6937-4a78-bc0e-d7a933f19888": 1, "ff7b068e-8413-4e62-b036-eb6c664f7c69": 0}
1178	5000	26	45	5	0	0	0.098	1	0.154	4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.9	0.071	nan	nan	nan	1	0.0	14	7	8	0.527	1.0	0.0	0.473	0.0	1.0		{"00b18f11-e87f-4f1e-9e1a-0f6e5bfe15cf": -1, "0693f256-fe94-4650-8e4d-c149b82ef113": -1, "1eeae846-f99d-4432-aaec-b10743fc0742": -1, "405e0b99-811e-4080-b512-c2abd548c75a": -1, "4130135b-29c9-4b00-baa5-69d70b29fc9d": 0, "545f0ad2-ab00-4856-8bbe-a056f0d549ce": -1, "56d68dbd-45e4-41d2-93a8-9320bf5a5400": -1, "67cafddd-77e4-4f13-b28e-5e755ac5e7ad": -1, "6c916a3e-88ff-4aab-ae8c-68d5080f1c95": -1, "7279d50a-5abf-456a-935f-080ec2821f72": 0, "768381ab-f5bb-48ab-8129-d7c5d3c7ba8a": -1, "7b89eef2-9630-475f-9f88-a535b7adeeae": -1, "7fc56ba3-6578-4330-895f-dc86ebc9fa17": -1, "821fa80b-5f1c-4bf4-b830-5f0b15331ef0": -1, "84610a33-8724-42d3-a972-e25cb8ae3b1d": -1, "8cd9ba30-e770-4691-8e93-9fb56d3d0218": 0, "ae0975df-0d15-4ca5-93e6-98890d5fd792": -1, "b0dae3dc-2759-46e6-a175-1d26b050aab5": -1, "b2e836f0-3872-4d23-9842-53d366fc33aa": -1, "b33796b5-c056-4b45-86a0-fbd4ffbebea0": -1, "c39b39dc-91fc-4431-acf0-231d70a4506b": -1, "d1169645-38a9-44d1-b5de-fc1a9a759a74": -1, "d826475f-6ea7-49b4-b2ec-ebc76c636bba": 0, "f5b9f933-ab66-4186-8652-f45a1bbd1f3a": -1, "f9d2c13e-469f-4902-a1bf-d21125041a0c": -1, "fdbfe38d-ad0a-43fa-8fb2-61587b0f15b0": -1}
1179	5000	14	41	11	0	0	0.571	2	0.857	9,3,1,1	0.3	1.0	0.571	0.375	0.5	1	0.0	8	6	2	0.571	0.375	0.5	0.571	0.0	1.0		{"2067d3d0-d43e-40cd-a4f3-dd9f8e769a62": 0, "43a84c83-e0c6-4be7-b771-3947b58de619": 0, "4fd66d07-8f7c-4f4e-98de-151df5a88f0f": 1, "5b122cc4-fa21-4d20-a1ef-12223a773c77": -1, "6c4db547-44e9-469b-bd49-8ef2b15bbb34": 0, "926c942d-f494-42aa-995f-2c01bb9489ba": 0, "9b9bb206-39bf-4a9a-9c02-53df730fb010": 0, "a0f5b916-3e05-49ef-aef2-54d84f9c2853": 1, "d209758b-5085-4092-88a9-ddf887f4777d": 0, "d597295a-d626-4843-b442-e184116e9d58": 0, "dc6ace4c-7232-4fb2-bc1c-d00650a98ff7": 1, "e7383173-300b-46a8-8223-c9d5c248b918": -1, "ecd79046-5508-42e1-8865-0a3360721790": 0, "eef6f51f-77af-465e-a9f8-f331e1cb344c": 0}
1183																											KeyError: 1183	
1184																											KeyError: 1184	
1196	5000	20	116	139	35	0	0.795	2	0.9	13,5,1,1	6.1	1.0	1.0	0.0	0.0	2	0.72	16	12	4	1.0	0.0	0.0	1.0	0.0	0.0		{"0523d769-73e3-4ae5-873c-cc71e926056e": -1, "086f9e3c-62cc-4b26-8498-28178da2ef55": 0, "0bfe00e6-5784-4c76-b0cd-5aacae78878d": 1, "0d1d2268-aed4-4373-aeee-276ecd2338c1": 0, "1650e201-bc22-46e4-a19e-269c087a9319": 0, "24e48f70-d718-43cc-8c4b-47232134935a": 1, "263f9326-b552-436f-b1c9-94679eec4a6b": 0, "280bda12-3d86-4056-b2af-03af6189066a": 0, "2dfe57d2-ca34-48d8-8014-0294785df74b": 0, "47338bbb-fd39-4919-8a83-66b74913ae94": 0, "48507e6c-9398-42ba-ad9a-5d9d2802fd7e": 1, "54a13ad7-8871-44d9-971a-bdd5a0578d3d": 1, "8a8e732b-301d-496d-86b8-6d567fd1dfb6": 0, "b38e4328-442e-46f3-8bb9-41717573409e": 0, "b3f64def-3086-4cbb-bced-5d3ff268b3a5": 0, "b62c55be-7755-4dae-a4b4-dcd91f94cc72": -1, "b93d8b86-8f00-4501-8b3b-dbb4d91027db": 0, "c40fc186-5815-4e53-ac5f-33a41475f7ec": 0, "c83798af-4c08-470a-adbd-dba330df680d": 1, "f91d265b-6c02-4ff7-bc1b-fcb4913b6b5e": 0}
1197	5000	27	404	418	24	0	0.954	2	1.0	14,13	1.0	1.0	1.0	0.0	0.0	2	0.715	25	14	15	1.0	0.0	0.0	0.847	0.153	0.154		{"0317aa41-39d4-4fec-b40e-b953bdfe851f": 1, "04fbab41-b042-4435-bc76-e8613e51d127": 1, "054a0cb8-9d56-42ee-b5a5-9587537ce477": 0, "09552282-dce7-4b9c-ab66-9b94613c6d86": 0, "0c01fdbb-35c9-478b-af2d-e94ae445ddb0": 0, "22e169f0-6a82-42d9-b6f3-2f6a2b6ca9a4": 0, "43cdb51a-9f7f-42bf-9300-0daec760d3ca": 0, "57a4a91b-7a12-4756-b2fc-a436e2ec1f7f": 1, "6095d859-10ab-45bd-b427-a560dcf4390a": 1, "63a6bcdd-2035-440c-9494-21f0094176c6": 0, "650c08e5-707d-4fe9-ba7c-a22db45f5b93": 0, "657d2cde-8d84-48d2-a917-f861055806f3": 1, "6eab2bd3-590a-4811-b136-c0a75cfcbe9e": 1, "9530b72c-7360-4638-a4ee-ee6df5ddbb8a": 0, "98f29ba7-bbcb-43bb-a450-301cd5e3154d": 0, "9d2e562b-c544-4e62-9ab6-dccd4db4dca1": 1, "afcec064-7523-4f98-9b9c-a62f44c4df2d": 1, "afd3bd20-47c5-4d40-acd2-73d854c65d25": 1, "b64357a8-fef5-48af-b064-ba8850c69156": 0, "ba280701-9243-4cf2-b827-97df07d7e6ba": 0, "cf7961cf-92b7-4e22-b900-3be5d6f6e5b9": 0, "dfdb9b4c-5f2c-4e1f-b741-1e0cd970df82": 1, "e2bb1ba9-ad9e-47dd-95d0-ed5e17807a27": 1, "e34e8851-8033-4f4b-9423-7e6e0c12d455": 0, "f6d43672-1b01-4cf8-8295-545f3cfae82a": 0, "fe881d49-a9bd-4868-9497-4608685ef2c7": 1, "fecab693-821e-4135-9c38-4957fd50dc91": 1}
1203	5000	21	261	255	15	0	0.962	2	1.0	13,8	0.9	1.0	1.0	0.0	0.0	2	0.638	20	12	8	1.0	0.0	0.0	0.811	0.128	0.25		{"158306df-7f8c-449f-bd04-15634ff9602c": 0, "19eaa989-1902-4f10-9e27-ff92388b51a5": 0, "1c1fed4c-b64e-4dd8-9051-98732f7825b4": 0, "267db634-dceb-4cc9-b58c-5fa5bf2198d4": 1, "445f93ed-9966-4ee0-8807-2ba54d98f4e9": 0, "4efb446c-3788-4ebd-8277-fc49e690e7d1": 1, "5fc968f8-0a8e-4ade-bd70-d2129f5278cd": 0, "63049c13-d744-4592-8eea-a5987a3cfe2c": 1, "7969d4f2-f0a2-40c3-beae-244deb0dc413": 0, "7b840d2e-a2cf-4bf8-a3e7-14fb09a87a05": 1, "89f1ad55-1f89-41a5-a7aa-73e49c52d939": 0, "9475535a-666a-4aae-9b53-84efaa8357a9": 1, "a6ac311b-d0d8-496c-bad2-e364ffc8a4f5": 1, "d06edc85-7c27-47f3-b285-ca422b2e85b6": 0, "d6f51ea3-eb9d-4b38-bb3e-bcd472dfb43b": 0, "da45e89f-192d-41a9-8064-e6d182485378": 1, "deac4d7e-8dd3-4d0c-b133-f8aca398a729": 1, "e65f536b-fa12-4b66-81ea-38c92c93215d": 0, "f733414e-d505-4fbf-b339-10876c108062": 0, "f8a17780-5b37-4ab2-9df5-224da8a67615": 0, "fdb67637-38c3-43d4-8d3d-5efd93c19658": 0}
1206	5000	21	286	273	1	0	0.995	2	1.0	12,9	0.7	1.0	1.0	0.0	0.0	1	0.0	21	9	12	1.0	0.0	0.0	0.486	0.0	1.0		{"1c98c673-9c63-4535-b88b-7ff74cf9fe5e": 0, "32b8745f-05b4-462e-8624-105ec895045e": 1, "44a7fb6c-6baa-460f-a9e8-5436508a9bb5": 0, "54ee314b-67a4-4ba9-8d57-f26af3958c7a": 1, "587b0d0b-2881-4873-a60a-38b050b97353": 0, "58bbd6d8-085f-440d-8ec8-f396983cbc5b": 1, "6a2403e8-1e9d-4d50-b62e-e25b388b58d4": 1, "751bf6e1-f177-49b1-960f-0f2781d4f972": 0, "8a44990f-ff20-4de8-bfb6-5041d2a05427": 1, "9837aab6-5b7d-4371-a2c0-b3d3b9894990": 0, "9e738fea-53be-4ae0-8ee0-75a9de338bb1": 1, "aaa9a713-9ba2-430d-8cf8-1accef26a329": 1, "aca23108-a76e-4192-9c23-8a25ee3ce688": 1, "c660ea36-1c88-4297-836a-01f89a0800c0": 0, "c95b5330-fa8d-4d6e-9d5f-e403e792b005": 1, "cb92c155-e68b-43bc-84b7-daa563b8126d": 0, "d8d32368-ef62-48e1-8dba-ecddb621cc1a": 0, "eb78456c-1918-46c4-931e-265f532b40a9": 0, "f71a8917-27fc-46ee-9bd0-9b134cda5917": 0, "f7740e4d-15e3-4cd4-97b4-42a3c52c0c01": 0, "f8826863-45db-4395-a37f-87b5f4fa88d8": 0}
