crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	_labels
23	5000	71	3103	2893	0	0.998	2	1.0	47,24	6.1	1	0.0	14	9	6	0.505	0.0	1.0	0.505	0.0	1.0	{"06ee6d01-7e75-496f-84c7-1d23b0b118a8": 0, "0d68d14d-0b64-4cc3-99cb-637653c53e84": 1, "1058e495-86ec-4681-9918-07c0505dce80": 0, "14129166-2786-4c02-83e6-c0a8ffee6a64": 1, "18b37615-1741-4b57-afa8-73fc46f79a8a": 1, "1ca22b52-38c7-4201-92c3-967681b42855": 0, "1d70f0c9-7809-402b-9fac-3a4f134f1f57": 1, "1e18c4d9-19fe-4ce1-88ee-afd6d051d165": 1, "1ef481e6-54d3-432a-8d8b-aaa1feb67a70": 1, "21ab50d2-3687-493a-b064-bc90fbd31f03": 1, "26333956-1889-4661-a80a-01df64e6a42a": 0, "2640fc6f-1819-4d5d-8f17-0885096ee1b2": 0, "2ce303fe-dfbf-4335-b4cc-2542d4692e71": 1, "2ec6e173-faa2-4cfc-91fa-f2893ce74fb8": 1, "38d1e528-7184-4a4b-a491-b3be3401c09e": 0, "41584cd3-4d1a-4a19-bf1a-42ad48b4eb72": 1, "4194a7f5-e3cc-4097-b6b4-7753b7e2014c": 1, "425428c3-5168-4e83-9b9c-cca94f0b4007": 1, "4384747c-dbb3-4ac5-8e06-ad3b57e139e9": 1, "4dc2e8dd-dda1-432c-98ca-eb8b147204f6": 1, "546be42f-75eb-496e-aba6-31aa67d8ac18": 0, "57693d97-690a-451d-9e94-a2627174d279": 0, "586e984c-a341-4b54-9348-0c7eff6a9e16": 1, "594adb24-272f-4c1e-8fd7-51baefe25a61": 1, "59aec28a-4890-43ce-bf35-79d83b7b4021": 0, "5a521fac-249e-46fe-a493-5a77fd65f2c6": 0, "5d876831-1fed-47ed-9108-842d91bf8cf2": 1, "617b35a8-dd8e-4a0b-9ee0-26469e578782": 1, "639994cd-cfed-4627-8a08-83518085ced4": 1, "655f7e30-ea22-4512-9803-4845b493ef9b": 1, "66f6bc01-a87b-4b3d-a868-804bb9a80623": 1, "6a65e43c-b0cd-4f23-a6c2-f3d7920f5c03": 0, "70fce0c0-a850-44ce-8634-cecbd22b7e74": 1, "786f33b5-c410-4365-bf0c-de025f31700a": 0, "7fbbce6a-ea11-4eba-8954-a20ac8c723c2": 1, "81101222-dca9-4822-873d-2146cdd4b018": 1, "839002d1-c73b-41f3-bf1a-1d80e52277c8": 1, "8536e313-e173-4d72-87df-9751fbae6c56": 0, "8685401d-52cf-456f-8e16-0180125075dc": 0, "8d1ff9f6-ceb8-46f5-a541-5357f6c66657": 1, "91da4809-fe1b-4e9d-82ad-783ead47f8a2": 0, "91e8f3cd-3f3e-4e66-90f8-a816a3d9a254": 0, "9ae3b989-27cc-4ad5-be07-fcf628ce55c0": 0, "a4bb3be0-8567-4a6f-8796-2ad305ae414f": 0, "a5661190-0e6d-45a0-9bd5-9dce40e1be18": 1, "a5f579bf-ae6a-4497-b8c2-4ef8d89a3920": 1, "ab6ae5e9-0a81-4a66-8714-aa159e045f54": 1, "abced81a-7fad-4b8e-bf38-23af5ddd9c6f": 0, "b17c4e65-4e9d-49b3-8d64-3a3784301697": 1, "b2f6fda0-e73f-4ae3-9e7b-e3abae5ebb6b": 0, "bac249c1-0db6-4b50-9578-6620a331b24a": 1, "be7927b9-9e81-42ed-a0e0-cb61b3af7574": 0, "bea3568d-bc0d-4bc5-b40f-65bd16adf3fc": 1, "c245ed24-148b-477f-b0f2-d4f9507a394a": 1, "c593fad0-e048-4c1e-ae7b-56cf6a59aebb": 1, "c75e9173-6cbe-42de-97cb-30e7bfe454b8": 1, "cc95db89-8fd2-4c18-96ac-d154e8df9e23": 1, "d2f670a6-ce3b-4526-8166-43d6d6ecb3fc": 0, "d6ab6d78-adec-4702-915e-31d142324c4d": 1, "d6de9009-864d-4b87-a83d-772b4f19c355": 1, "d70c9a83-4853-41df-a8ea-5d2556c35207": 1, "d8bdfa5c-5af4-4d6c-b8ab-486d3af7aab3": 1, "dbab4a2b-77f5-4940-8091-e254a74c5ca7": 0, "dcf9d580-7ffb-4ac7-81d0-e5ed47ae0355": 1, "de151c4d-b379-4d6f-9782-8cfa2567242b": 0, "e14ef1bc-f490-46ed-9d6d-cd18703753cb": 1, "eaefc056-f151-4525-af5b-da8a988cf934": 1, "ee041645-8947-4018-a716-e19995ffdda5": 1, "f5f44237-cc6c-4bbf-b63a-32c6b93389b4": 1, "f6cf5d37-ad50-4d30-9dcf-cc4c83938f05": 1, "fd0192e2-9db2-486b-95d5-30265f71ba60": 1}
24	5000	16	111	62	0	0.858	1	0.75	12,2,1,1	0.3	1	0.0	0	0	0	nan	nan	nan	nan	nan	nan	{"02acec1d-674b-48eb-a2d0-45bf64f3dba1": 0, "1d5fba5f-a7a0-43ec-82b1-70cbfcbe805b": 1, "2b87493d-435e-4c31-a669-5b8ffb895128": 0, "3991b3ae-4e0e-49a7-a05b-133295d511cc": 2, "40d85479-ee65-4c45-a941-15573557f337": 0, "479c8dc7-9a18-4649-bf09-31226b63dbdd": 0, "5235bac6-ba63-4f04-81e1-bb64f2be34cb": 0, "59ab870d-4f67-44e4-aa6c-5b7509460ddd": 0, "6b7da509-2eb5-4843-a5de-1c84be07600f": 0, "91f23f28-3172-4acd-9a19-69386cadc703": 1, "9277467b-c8a5-4e7f-9d6d-785ab0019ae9": 0, "a52c2e0b-f38e-427d-8d94-ae02eab73eb0": 0, "a9c6cba2-4fdf-490a-9317-6425817354ab": 3, "bc5b2514-22a9-4d42-9eba-120cba727f6c": 0, "bcd25702-7933-479a-b68e-63325d9a24da": 0, "e747c62a-d4eb-4563-8b13-4bde080a14b6": 0}
25	5000	19	280	251	0	0.854	2	0.947	13,5,1	0.6	1	0.0	18	5	15	0.922	0.136	0.0	0.575	0.0	1.0	{"0433a657-41d6-4dbf-95fa-e4409dcef3c6": 0, "32a9dd6f-aede-4e7f-8e0a-fc1cc455ad57": 1, "3bd5e5ac-6c32-4452-a59d-7a1198cd175b": 0, "4648dbfa-cb87-4ed9-80b9-7c96219fca13": 0, "4ec827e1-89a4-44c7-a41c-522a960246e9": 0, "53ac8652-ecd2-42b3-9ced-604d1055e8f6": 0, "58e9f044-2a9b-4f2b-936a-444ab3fe7126": 1, "5f0a886d-7cd4-45ec-9331-4ac1b4986c74": 1, "7779ec5a-28a1-40ee-80cc-022fe768d664": 0, "791812be-a4ce-411b-a2ba-0361a45d75d7": 1, "8e2c8f19-6ff8-4235-8a5b-963d81c4eeb4": 1, "9609be97-e473-44fe-96db-6d8841a88aa4": 0, "a005e68f-ad66-4f7a-a6a0-c804404b1775": 2, "b26f4118-c214-4693-bba2-56054d1b4afa": 0, "b4d6d127-8120-4ec2-ab15-af748683d5e1": 0, "cbaa908b-5c7f-4ee4-b31b-327633903427": 0, "d32df289-7559-40f5-ab01-6156dab5e9a6": 0, "d5fe69e4-1ebd-4239-b812-4802a413a31f": 0, "dc13e307-36fb-4d21-9009-d2a654a404fa": 0}
26	5000	12	237	187	0	0.97	2	1.0	7,5	0.5	2	0.665	12	5	8	1.0	0.0	0.0	0.833	0.194	0.143	{"31e05b70-24e6-46b5-a73b-1305564ccba7": 0, "3b901477-61ab-4b01-afff-efc2f8c39a76": 1, "50fc779e-c086-4723-a9a0-b118fad9332c": 0, "6a7a2de1-30c9-45e2-8772-017fe2fe0de4": 0, "9609be97-e473-44fe-96db-6d8841a88aa4": 1, "b0e6ea82-64fa-4128-80be-314c4385df68": 0, "beb6067a-170f-4eb0-b8e9-96158b5ea741": 1, "d32df289-7559-40f5-ab01-6156dab5e9a6": 1, "d5fe69e4-1ebd-4239-b812-4802a413a31f": 1, "dc13e307-36fb-4d21-9009-d2a654a404fa": 1, "e4dc5c5d-c23b-4fc4-b966-a9c9d6d8d858": 1, "e7dc79f2-925c-46f6-a8d7-08af2c7e7b95": 0}
27	5000	16	132	62	0	0.808	2	0.812	10,3,2,1	0.6	1	0.0	15	10	7	0.476	0.653	0.411	0.467	0.0	1.0	{"3c58ead8-56b4-4ac6-9c39-09a82fb5f82f": 0, "4b534a4d-e834-4088-85bb-767f64fd730d": 0, "52fb94c3-9f12-4564-b239-19e9a80cba4b": 0, "674721da-04fe-4aff-b5ad-47ac118d32cf": 0, "81ab5131-1cfb-4e4b-be15-700e2c0fdb6c": 1, "944681ee-6988-45bf-958d-fc0871841339": 0, "9e0561dc-a27a-4def-80d8-1f91028b50ed": 1, "a8b563a8-e7ec-42f7-932d-f6cba0bc2549": 2, "aff80c1f-1deb-4dd7-82ed-12154320acf1": 0, "b4e887f8-2646-4efd-8588-c9063cbf8a3f": 0, "b5f0c391-67bf-417d-9580-d55f9eec120e": 0, "cdbf00b3-9690-46a5-b72c-e897e1afb6ce": 0, "ce67fbff-0ede-4d99-9f4a-2d9dc1e8027a": 3, "d6edb35b-9fe8-463e-aafe-9b74f5cb9dec": 1, "e4231703-bff8-4ff2-81bf-2dcb2dcbf3d2": 2, "fccdcc09-35be-4e70-9025-be8e5fa945ce": 0}
28	5000	32	120	80	0	0.881	3	0.969	16,12,3,1	1.3	1	0.0	30	17	13	0.933	0.131	0.005	0.492	0.0	1.0	{"00fd9b8e-99a3-4fd8-a2a5-5feaa4096c80": 0, "035da38d-2a1b-4a03-beeb-08c19e51b38b": 1, "057e7943-ee5f-4534-bd5d-bccaebfa6eb1": 1, "084d373c-727c-4acf-9dad-5a1cc5c0a872": 1, "26361cf3-2a00-4086-82fd-c55f0fc4ad64": 1, "29f032c5-b0a2-4a73-ac2e-6b5a2525d2da": 1, "2d59337d-71b2-45fc-a8ed-7eb695d4e748": 2, "3c75bb14-a6df-44b5-837c-f320ecc893b0": 0, "4e12a69a-0ecf-4d43-85c0-772edabf46c5": 1, "5288deab-f3d2-4034-92a7-c83937bf3cd1": 1, "5336d6f9-00d0-44e5-99e2-9354016e6ef6": 0, "55dfc7c9-ce6a-4d13-8598-d85fe39d503f": 2, "6cee1b50-4a1b-4854-8ea4-bd3d4de9194e": 0, "6d06afba-f93b-47bc-b06c-f954a8633efa": 1, "7f360f97-a4d2-4a89-bfc7-94f1e3a6917b": 1, "8b196bf2-9ca0-4116-8096-84c041865e10": 0, "9782ed3e-a46d-4e02-98c0-40f071272438": 3, "a7a05d86-b27f-4e17-aaa9-72839ec254ae": 1, "a82eb09d-1669-4b13-a9b4-d6bdde2673e2": 0, "ab3adace-4587-4586-b8dc-63e309e3989f": 1, "b2f02d45-34a1-42a7-b63d-b29704d662b2": 0, "b3bc70b7-106a-45e0-9a3d-f0b200e8a76c": 0, "b5079136-1289-4d72-b5f5-64169924b337": 1, "bb1fbc2c-340a-4b69-8e3e-f89d1eff1f21": 0, "d344b32f-1119-4345-ae0d-d57712e6b09c": 0, "dbecd669-8336-43af-9330-e6ee8ea1826c": 0, "dc70643f-f61e-4a7e-9ba6-80df52351aaf": 2, "e1eae565-45a9-434b-a6d3-ad7217cee585": 1, "e2817b4c-6811-46b1-be6a-b221ffc048c9": 1, "ee71f9a4-2f6d-4b03-b946-d8c87621bc57": 0, "fe442006-e1dc-4093-a8a8-3a1e731ce1f3": 1, "fff46efb-7065-4cbf-bc42-ec3ab33fd77d": 1}
29	5000	25	76	20	0	0.307	2	0.8	15,5,1,1,1,1,1	0.8	1	0.0	3	2	1	1.0	0.0	0.0	0.333	0.0	1.0	{"05a4fa17-5e3d-4def-b2aa-400daffe0ebc": 0, "1580edf1-2442-4675-914c-dc4ee7aaa249": 1, "1969b040-774d-4bf6-84f1-66df4037d969": 1, "1f81925d-0ad4-4783-bdd0-cb85117159d0": 0, "2eb59ce7-08c0-4824-87b4-f246e56ce252": 0, "3671bc89-3439-4369-825f-bcb0d69d7d08": 1, "3e08f525-4c5e-4e89-99c9-1b89bdf31b66": 0, "5263c8cf-3570-4908-a103-4539e5d447c8": 0, "5cdeffcf-8330-468b-8f06-edf3cfc6bbdd": 2, "5ed061dd-eefa-41b0-b578-36e54f845384": 0, "73acb499-44c0-4520-8280-8cec3794529a": 0, "7809aacd-e03e-4937-8a1a-1abe2828944f": 3, "7c1780fa-e407-4d7c-9672-9fe89769bfc0": 0, "8a1080a8-95ef-4c55-af99-bb29b3dcd56b": 1, "925fdf56-c3ad-4040-9793-a0fdcb431d85": 0, "9d75c610-7ba5-4c7f-b2f7-d2aa12b16d59": 0, "b1009dcf-61e7-4c15-a1f8-adebe01bb9cb": 0, "b1cdfc4a-f9b1-470f-9bad-68d08e8a6dd6": 1, "c67e74f4-506e-41b1-8a67-98cc8c4354bd": 0, "d42cfc67-a946-421f-8942-3ffec8bd01db": 0, "d7068fe9-1371-4bf7-977f-46e10f7d4df9": 4, "dd9822f9-0748-4018-8885-26672ee36cba": 5, "e1e8842c-7a20-44a0-9db6-d64f078e90dd": 6, "e4f6877b-521c-415b-8efa-fb38c6439701": 0, "e740b3bc-8afb-4285-b1e6-c801df5c99e3": 0}
30	5000	21	81	16	0	0.262	1	0.238	5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.6	2	-0.006	11	8	3	0.455	0.968	0.0	0.491	0.226	0.875	{"08b1b2ad-b2bd-44f5-a306-d50059a13bae": 0, "0f6e5346-b5c4-4311-af81-4e7e84b49f4d": 1, "186c9051-014a-41b3-96a8-c51f70f24662": 2, "22ccc324-3ce4-43dd-afb8-1f1420075132": 3, "2e0e5a0d-58dd-49ac-b963-5b34a0e68c5e": 4, "3769c5bb-2c04-477d-803f-eb0304a634ca": 5, "3cb2016f-861c-4307-9c11-d8033469f73c": 6, "3da93bfe-25a8-4d86-b23b-3fa733e9e005": 3, "435c8f49-23ea-41e6-a28b-cc5d72a1e763": 7, "43a68900-7a4a-4f3b-aa3e-577cba8347e2": 8, "4d64319a-a51e-463d-a1bc-c8a7c5b600b8": 9, "4ff3c9a8-8779-4b26-b9ab-ef74e500dffa": 3, "72d49378-899b-450e-95e4-790ba7360831": 10, "732d9807-2267-41b6-b8c6-0ee770700795": 11, "768df46e-1a48-4970-bb63-a05920d86cc4": 12, "b8602e63-1540-41cc-a2f1-dac4af2c47b7": 2, "be65b3e2-af67-47b4-b934-2f5e7d9cdd92": 13, "c0937712-37c7-4030-93e5-c76b296842a4": 3, "d24bd395-b2e8-41ef-9f3b-f0d4e5bc421e": 14, "e0d7b44e-ba69-4f0c-a0c7-47ad888b35ed": 15, "fa68e89d-77f6-4267-91b6-33a3083bcc99": 3}
31	5000	16	118	49	0	0.758	2	0.812	9,4,2,1	0.5	1	0.0	7	5	3	0.476	0.818	0.2	0.524	0.0	1.0	{"0f6e5346-b5c4-4311-af81-4e7e84b49f4d": 0, "145adab6-84d6-4475-b650-2018356085a0": 0, "186c9051-014a-41b3-96a8-c51f70f24662": 1, "2e0e5a0d-58dd-49ac-b963-5b34a0e68c5e": 0, "3769c5bb-2c04-477d-803f-eb0304a634ca": 0, "3cb2016f-861c-4307-9c11-d8033469f73c": 2, "3da93bfe-25a8-4d86-b23b-3fa733e9e005": 3, "435c8f49-23ea-41e6-a28b-cc5d72a1e763": 0, "43a68900-7a4a-4f3b-aa3e-577cba8347e2": 0, "4ff3c9a8-8779-4b26-b9ab-ef74e500dffa": 3, "72d49378-899b-450e-95e4-790ba7360831": 0, "732d9807-2267-41b6-b8c6-0ee770700795": 0, "b8602e63-1540-41cc-a2f1-dac4af2c47b7": 1, "c0937712-37c7-4030-93e5-c76b296842a4": 3, "d24bd395-b2e8-41ef-9f3b-f0d4e5bc421e": 0, "fa68e89d-77f6-4267-91b6-33a3083bcc99": 3}
32	5000	25	706	678	0	0.977	2	1.0	13,12	0.9	2	0.84	25	12	13	1.0	0.0	0.0	0.92	0.076	0.083	{"137c2eb3-a40f-4e63-9967-01a846d10f3b": 0, "2c007d39-5f57-40e4-a439-0d1c72aa5a83": 0, "2c37ab8d-cb5f-438b-8543-fa3773385579": 0, "30d65d6a-34f4-40e0-a8a9-8c97382b6f4a": 0, "31f9c43e-1476-4e80-a36b-4fe428eb02e4": 1, "3a215746-d12d-4bb3-ab28-10489e90dcca": 1, "41b21d8a-89de-49ec-83ff-bf9026c66ce8": 0, "4ad1e8ca-5b02-497e-99d8-e795abc3c10c": 0, "51b9a56a-de07-48e6-b3df-2588a8c77c94": 1, "5910c3aa-20aa-405e-8dfd-0b50b7ad1029": 1, "6b1685c7-71c5-43d9-a2b9-069485b072dd": 0, "71bf8579-fc68-44d9-bec3-f181afa66545": 1, "7b4f97ef-9cc6-46b0-8d45-dd4526abd8a1": 0, "83fcf487-f244-4d2d-9a1d-c6c376bc47a0": 1, "84e94743-a40a-4499-b800-b0729902f4b4": 1, "85b5101e-3b32-4271-9413-0d5b5b4c816d": 0, "866d95bb-1267-4fe0-ad55-f579f4d09bb7": 0, "9210a8c3-1602-49ae-ba90-88230f04a451": 1, "a9da854e-bc40-422c-bee8-83ccef953766": 1, "ad155bd3-d4a9-4ca0-86ef-c19b4fdc902b": 0, "b147ccf2-4a25-4e5e-8537-7f33f9f56355": 1, "c9e29834-7af3-4341-ae2d-45afeb784c11": 0, "d4e51581-629f-473c-a0b1-80b785ccaabc": 1, "ea16ba2d-ab36-4f36-8b62-6a55de1bd15a": 0, "f11af620-c962-4b5b-9c7e-f890cc35bcd7": 1}
33	5000	18	77	70	0	0.987	2	1.0	10,8	1.0	1	0.0	18	11	13	1.0	0.0	0.0	0.477	0.0	1.0	{"173adb2d-d3aa-4dad-b53f-c831f6b1cf94": 0, "32f3d1d9-cd30-43a9-9aa7-2055877a1708": 0, "3be35b09-9118-4382-b8d1-a34e10076c1f": 1, "4413309a-d2d6-495d-91d0-b9fbdcc5d981": 1, "4ddc5960-09f6-4477-a906-09aeb14d39ad": 1, "57de5877-e5d7-4675-987a-69aef70fd321": 1, "5e8af337-bfb3-4f13-bfbf-35895f449082": 0, "61c7c6f8-e2b1-42fe-b359-a76970845e9d": 0, "a34fdad3-0a36-4978-beb5-c9af3b83e0ec": 1, "a4682d66-bbf7-4c6f-b8fe-c213a1733a1a": 1, "a63d84b6-67a6-4b92-a029-10c3fe3d16ba": 0, "aa4680b4-4507-41aa-8ef5-0c46f5f8f827": 0, "adda275a-421b-4cb5-bb6c-34b84faa0f33": 1, "cbbb1ed6-70d0-4b30-ac4f-4c2f38e76f5d": 0, "d37e574c-1ef7-499b-b2b8-ece971727d66": 0, "e8911ede-f4c5-426e-8c9c-78dd8cdfbfc9": 0, "ee55c4e2-326f-40c4-85fe-22149544ca7d": 0, "f371c485-491d-4bc6-87c4-e534e9b5a596": 1}
34	5000	23	174	155	0	0.976	2	1.0	12,11	0.6	1	0.0	23	14	12	1.0	0.0	0.0	0.478	0.0	1.0	{"139b6706-a751-4f5b-b607-671d0fd06a6e": 0, "1503faa0-b2f7-4251-980c-005e95080793": 1, "173adb2d-d3aa-4dad-b53f-c831f6b1cf94": 0, "1c2ffe10-41e3-4dc1-b295-679f36bb1a25": 0, "233af7ee-68ef-474d-b536-3d2395d645c0": 1, "2ad9d7f1-197d-46b9-9ab2-8329d6e4c445": 0, "2dc0189b-00cd-4abe-a820-064a87fbfae1": 1, "32f3d1d9-cd30-43a9-9aa7-2055877a1708": 0, "39d17c11-35aa-4ee6-be69-04475c2f84bf": 0, "3a575248-fa45-4f74-8a4b-db79d1620617": 0, "3be35b09-9118-4382-b8d1-a34e10076c1f": 1, "4413309a-d2d6-495d-91d0-b9fbdcc5d981": 1, "4ddc5960-09f6-4477-a906-09aeb14d39ad": 1, "61c7c6f8-e2b1-42fe-b359-a76970845e9d": 0, "9ced6691-6ad7-4fd2-a6bd-ab1713f50450": 1, "a34fdad3-0a36-4978-beb5-c9af3b83e0ec": 1, "adda275a-421b-4cb5-bb6c-34b84faa0f33": 1, "d37e574c-1ef7-499b-b2b8-ece971727d66": 0, "de80c217-a30b-4877-9de8-cf0235b5ed53": 1, "e333edc6-a112-4073-8403-89c1d8deeeed": 1, "e901072e-3d02-4f97-af4a-40e980de8902": 0, "f2875d0a-288c-415f-9172-168100f438aa": 0, "f371c485-491d-4bc6-87c4-e534e9b5a596": 1}
35	5000	17	213	197	0	0.971	2	1.0	11,6	0.6	2	1.0	17	13	6	1.0	0.0	0.0	1.0	0.0	0.0	{"0a4e459f-8e3f-46f3-a86f-fd7ce408f36b": 0, "1b6c3bbf-c47e-4253-8624-217e5b90b84f": 0, "29e315ad-b7e1-4b88-82ab-bb2f5a41c4cf": 0, "312ab43f-3271-415b-b4a5-10e17c8f6f73": 0, "5003efc6-092e-4214-b51a-93c738b6f41d": 0, "5494328c-b74e-4791-96b4-de3692c214b4": 0, "6fbd67e9-9967-48b4-b409-c77510d84660": 0, "8494ea41-4836-429f-b72c-00d238444dee": 0, "8ed3deb1-e423-4705-8e48-6c862cbeab4a": 1, "94184a3e-c5b4-4db1-b749-d66ad9d32652": 1, "9b0b327f-6f64-4ab2-8936-e6a6c79fee26": 1, "ca3f4b5e-8d36-4a53-8d52-b0b1f6b2a4a7": 1, "cb0dad30-52f9-4e6d-8481-93da5072f6b0": 1, "cd84f27c-8520-4b17-89d8-aabb52eb602b": 0, "dc69635f-54e3-4da6-ac19-f59f75b20659": 1, "fdcbbac4-5940-4594-bb99-ce582d7917fd": 0, "fef91eda-8409-448c-ad69-7ae939a3b2be": 0}
36	5000	24	384	362	0	0.996	2	1.0	18,6	0.8	2	0.821	24	9	20	1.0	0.0	0.0	0.917	0.03	0.167	{"04cf4d90-aa10-4f0e-8f69-9d33074a3806": 0, "056d55b4-a314-41e3-8692-13f4af2418f5": 0, "05f53b7c-88e1-415e-9b6d-fe5ffd143bee": 0, "0a0d90d5-8bec-41cf-8e0e-c45d9c7a1c68": 0, "0e67d741-0638-4ac4-85fc-46854ce9b114": 0, "13aee254-9a54-4ddc-8b96-aa861365c219": 0, "170c5b99-4c8e-4d05-8aa9-375ce244d008": 1, "19dcfd5a-c7af-48de-a241-0d7dcb7bdb9b": 0, "1d5d905f-b0e2-4a96-9857-39e18af710b4": 1, "24172992-3f11-45d9-8765-ab863580f9aa": 0, "2f557592-5302-4fbb-9e74-a5cf6c965aad": 0, "2fc4ed9c-8c5a-4062-9757-343790788ca1": 0, "6985b29d-3a79-4c13-92af-9527e3af5fe4": 0, "7945eed3-a15a-4398-b5a1-f505df71ab50": 0, "7e6c719b-4f22-4d35-8398-987d85cfc194": 1, "876124a1-99d4-4f60-a127-4bdb7f6bdc63": 0, "93a03a7d-4b9c-4223-8ffc-52b60525e96a": 1, "9d23c0fd-2f7e-406b-9140-ffb6cf2e8e50": 0, "9e5b0d09-e3bd-4b89-bd6e-a15dd9c7f7df": 0, "c4abd218-a78b-4471-9b09-2a0a6baced93": 1, "c58fb120-5926-4cb4-8f5b-135785d08cce": 1, "d1597a2d-b2fe-4366-9ee2-fa939d772a24": 0, "e74c2632-9608-40c2-9923-e4791c785768": 0, "fa0e8d11-79ec-4f96-886e-8a7f7a3e742d": 0}
37	5000	21	1377	1206	0	0.838	2	0.905	14,5,1,1	28.5	2	0.54	16	3	14	0.808	0.284	0.0	1.0	0.0	0.0	{"023c4e7c-26af-4a54-a89e-ac52f8481363": 0, "04aed0b4-dab5-4e0a-9872-571c2b0d0e19": 0, "2548580f-2d1f-48cf-8d47-a28027b184fa": 0, "374b211e-5f85-48f1-8c76-ce3432b637a1": 0, "4d2693fc-7a86-44f0-b1b5-9bf37ffcf373": 0, "4d8e54a1-11d6-470e-8b5b-8290baa51c2b": 0, "5800ba5d-b950-4135-9d8c-5c00a506cd97": 1, "5f312891-9645-4075-a26b-9d320cfe1f99": 1, "82333cb4-9902-4abd-bc2b-31627646e14b": 0, "8846465b-69aa-4e3e-acc7-a1fc79da0ea5": 0, "96bdb4dc-5a95-41eb-b308-2fe58547e11e": 1, "a0a555fe-18ce-48d0-8c84-15c3e5f1ec9f": 2, "a0f785a8-62d5-4e7a-9246-59a2636f52b4": 1, "ac5aaf01-0980-46bd-a969-7dc400eee31c": 0, "b41ba8ac-3fa3-46f0-b1c0-082b97fe5f72": 0, "b5434be9-5435-4c9e-bb6c-478cb737de3d": 3, "baa39de7-968a-4d21-b781-c755f4b6eb31": 1, "cce43279-fc03-4cb1-bb1e-e9f324630784": 0, "d89b5bec-4bd9-48c2-9dd7-54d57da19a5b": 0, "e5a269c1-80de-4a7c-b564-619646224e82": 0, "f63ea233-8c8a-42d3-a4b0-9a5fcf650959": 0}
38	5000	26	7	0	0	0.0	0	0.0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.8	1	0.0	16	14	3	0.325	1.0	0.0	0.675	0.0	1.0	{"0957333b-d29d-4cec-8eb7-694e99f1f4e6": 0, "0a783320-943e-485f-baa7-5af315f4eb37": 1, "0ce14388-f938-4acd-a421-00d4aac743ed": 2, "21748343-261d-433b-949e-b9c1d77dd40e": 3, "3b53abf5-6a42-46b4-a39f-d82ced457935": 4, "412df2fd-9c22-4a68-96fb-548d171ca522": 5, "447fe69c-d6e6-41c3-8d87-c6ad6feb15a3": 6, "472ab947-b5c0-4d1a-a16b-3c4d19b32739": 7, "4b4b6e3f-253f-4c58-bb7d-4de8283f9a0c": 8, "4eec2a5a-d2e3-4c65-98c2-c4b406cdf493": 9, "4f97e7cd-f2aa-4cf4-ac12-2c6ed8a6024d": 10, "5e89bb4c-bf98-447a-85f8-d06b04509d42": 11, "72c8f3e1-3ac8-49b6-a79b-db6305e90f71": 12, "8b9797cf-9b08-4cd7-b8f7-0976b9cbe5a0": 13, "90bee7f2-2ae1-437d-9d95-2a0bbc123698": 14, "a87b6de0-461c-4f25-93b0-81592a3dd549": 15, "c67917e0-2171-44b8-aeee-d6eadb252333": 16, "c85af478-52f5-45ce-928d-1ac268063de6": 17, "d45b6005-cd9d-49d8-a1b8-1e6377e0dce1": 18, "d5ad08f5-0650-4feb-a70b-74302502e3a8": 19, "e882a29b-deee-4700-a4db-20f7e2d8769d": 20, "e9dd4065-365d-4f09-8cc1-6526084803ea": 21, "ecdf1ad8-eb71-46bb-9c23-b50afa5bdba9": 22, "f38b9f7d-dbec-4b2b-8ed5-ffde9db1fbdf": 23, "f699d50c-a114-411d-9293-1312442f16a8": 24, "fea76644-ed87-4eeb-89d3-9c8d488f282f": 25}
