crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	_labels
72	5000	27	373	365	0	0.997	2	1.0	15,12	1.0	2	1.0	27	15	12	1.0	0.0	0.0	1.0	0.0	0.0	{"024eb42b-328d-4661-a589-c59b6502f233": 0, "02bb6010-07e9-4f91-9683-cacd3720f928": 0, "135627c7-9dfd-4830-92d3-54d4218cc12d": 1, "1953597b-a818-4bee-93fe-0d0d331252c0": 1, "1cdacfc9-fda9-403f-8a17-1eb8387798d7": 1, "33545eff-9ea6-4c3d-b5dc-997071ec1299": 0, "35959c0b-5d21-4f83-b179-de1a5d73475e": 0, "3fff919a-1c8c-45e6-9455-bc9ce3aad6af": 0, "403cf485-9655-4d5f-96ed-28d1c57bdddd": 1, "407b233d-f099-4e70-9c01-ab8c8dddd300": 0, "464925d2-0cc0-4433-a59a-694e0b126108": 1, "5486decf-f444-4ca2-a4da-dea984f69727": 0, "583a6978-53eb-452a-b73e-7bf77126fe44": 0, "6877c1dc-61ff-4b67-a39a-85753876dd4e": 0, "772dc3b1-045c-4709-9234-7f001ef7ff9b": 1, "79df1b45-6519-4033-872d-d3fa18b36db7": 0, "8ae39b3c-1abb-4217-9a40-6ed4742e9f6f": 1, "8cf0e207-3724-494e-875a-e8006fcd7001": 0, "9c2e8e14-ee11-4223-b7b9-b2d757fc0ded": 1, "cb5f5a01-102f-4bdc-a896-cfdac62f26e1": 1, "d63c94c8-163f-43b1-acc5-c2da670c5f0d": 0, "ddf66e97-92aa-4928-b78b-3b9123710d00": 0, "e2dea75b-e67b-4f81-8edc-42bf486ea951": 1, "f2549bf2-fb08-4eb3-b753-b93d860cbbb0": 1, "f2a3c810-f9f8-4a8a-9389-51b81264ac72": 0, "f6179595-1640-4383-be46-9537a1a45c0a": 1, "f650e3d8-8b58-45a6-b337-8d7bb1758fcb": 0}
73	5000	25	325	286	0	0.977	2	1.0	14,11	0.8	2	0.84	25	15	13	1.0	0.0	0.0	0.92	0.089	0.071	{"11643704-4807-4ec1-90a9-58caa27abdec": 0, "16f68d3e-95a0-479f-b4fe-5c1735ab4352": 0, "1cfac109-3155-47d3-a34f-f7aac88b9baa": 1, "43d1ef9a-05b7-4e1e-b253-9579ba6b05c0": 1, "45978f96-f7ea-4325-abd6-4c37df3cd80f": 1, "48a186ad-9649-47b6-a5dd-2767075b3365": 1, "4c2099c6-fb82-495a-8aad-0d05315f2e9e": 0, "5a177986-d128-43bc-8308-a12e90d3c509": 1, "64d728a5-9734-4a89-8423-f5e67e19a5fb": 1, "7005d73c-db7a-47e6-a1ab-11062c2ca6ed": 1, "70ecf63d-aaed-4ad1-9c25-1899b460f445": 0, "795afd69-6f5e-4bce-aba1-1634e34892b7": 1, "8377821b-1bba-4af4-ab89-d3acc96127fa": 0, "842db852-1632-49f2-ae15-697c8132a19d": 1, "8faf03e2-ecd6-4e5c-bdf6-bde0ac8d9118": 1, "9cfddecf-7d98-4bc3-b2f9-21d2266c7389": 0, "b76f88f2-4e8a-4272-9f4d-15ba5663e8d8": 0, "c583de0b-1758-402d-a74c-5286af627ac4": 1, "cdcb6f03-2f4e-46f9-aa6a-e32c0d035284": 0, "d5894038-ff74-43b4-81e2-26ba6029069c": 0, "dc5dede4-a2f7-4f9e-9464-01f7789d8fb1": 0, "df8530f7-cd73-41ea-82d9-57f5e397f903": 1, "e09da59e-8f78-4cf3-a537-f014fbd5a7af": 0, "ebddbc45-30d4-467b-85bc-8cdb7bfa4da6": 1, "ef0f7771-8636-4ae2-9ad3-f13ae36e8f2d": 1}
74	5000	24	192	165	0	0.989	2	1.0	13,11	0.8	2	1.0	23	11	14	1.0	0.0	0.0	1.0	0.0	0.0	{"113868a5-f062-40a3-a3b1-9f01ee39a81e": 0, "11643704-4807-4ec1-90a9-58caa27abdec": 1, "16f68d3e-95a0-479f-b4fe-5c1735ab4352": 1, "45978f96-f7ea-4325-abd6-4c37df3cd80f": 0, "4c2099c6-fb82-495a-8aad-0d05315f2e9e": 1, "5a177986-d128-43bc-8308-a12e90d3c509": 0, "64d728a5-9734-4a89-8423-f5e67e19a5fb": 0, "670a92ab-a136-4699-af63-74cf601d44a0": 1, "70ecf63d-aaed-4ad1-9c25-1899b460f445": 1, "795afd69-6f5e-4bce-aba1-1634e34892b7": 0, "7a7b02b9-5d1b-48d5-a9c4-7319bd7ea8ac": 0, "810016a6-dcca-473b-a8f3-445cb0de1c2c": 1, "8377821b-1bba-4af4-ab89-d3acc96127fa": 1, "8d018906-7a6c-44e1-8310-eecdbc1e9046": 0, "8faf03e2-ecd6-4e5c-bdf6-bde0ac8d9118": 0, "98e4aa50-60f8-4e41-8778-3efb2498e576": 1, "9cfddecf-7d98-4bc3-b2f9-21d2266c7389": 1, "b76f88f2-4e8a-4272-9f4d-15ba5663e8d8": 1, "c583de0b-1758-402d-a74c-5286af627ac4": 0, "cdcb6f03-2f4e-46f9-aa6a-e32c0d035284": 1, "d5894038-ff74-43b4-81e2-26ba6029069c": 1, "e09da59e-8f78-4cf3-a537-f014fbd5a7af": 1, "ebddbc45-30d4-467b-85bc-8cdb7bfa4da6": 0, "ef0f7771-8636-4ae2-9ad3-f13ae36e8f2d": 0}
75	5000	22	337	328	0	0.987	2	1.0	12,10	0.7	2	1.0	22	10	12	1.0	0.0	0.0	1.0	0.0	0.0	{"07b575b6-31c4-47d4-8894-eed02069171c": 0, "11a7ee32-27a0-419e-8249-114e92a58903": 0, "2c0d6789-1955-4e49-be9a-e3d4fed77860": 1, "4c922f81-223f-430c-b691-94a8c216a5f7": 1, "539dc900-7d65-4e7e-9821-bc2d6d9aed7f": 0, "5f1eacf1-b883-425b-9244-ed7231319b9d": 0, "62b5d367-b8ec-49d4-9fdb-724f09a57928": 1, "6d25b258-0d95-4edb-b0b6-beba58c81472": 0, "99fb5c65-81fb-4f8e-aa59-00aea7c6a730": 1, "a8de4997-3dd4-4848-9a56-20a82bd35127": 0, "a9a9db9d-a8db-4bf3-ac44-209fdfe4ee5c": 1, "b211cb43-c03b-47e7-af92-b9e6ad2f81a9": 1, "bb212104-b116-4add-bc5c-c3d6ae4d666d": 1, "c9c11f2b-78f7-4ab7-9ec8-31e90f0dbc44": 0, "c9cb2938-16a1-4831-84fb-29be41cf2f25": 1, "cbb2ce0b-4818-4866-945d-06fb9f75fa64": 0, "ce74ee69-a437-4ecd-8181-c092ec706611": 0, "d8dacb85-7777-4a9f-903f-92f96f073cda": 0, "dcee5f40-bded-430a-bf66-9c8dbd2412d6": 0, "e3e1abe6-bfe2-488a-ab06-51e828aa7262": 1, "f45862e7-7193-4f49-979e-0b2c6ae197b7": 0, "f9c760fa-84da-4fb7-8d01-d62caeb67eb5": 1}
76	5000	28	1177	988	0	0.963	2	1.0	14,14	5.9	2	0.857	28	16	14	1.0	0.0	0.0	0.929	0.071	0.071	{"01c454c9-e34a-4f9e-ab47-007816e10000": 0, "212cfde2-12c5-497e-97b2-2c5b5454d766": 0, "313d0e41-c09b-45f3-aee2-b338fdb40f09": 1, "37072ed4-be36-417c-890d-8fd40e732c4c": 1, "3b7c1956-be9e-4ed4-9528-c85c616196c3": 0, "3dda110e-b993-4e37-948f-0f91147f438d": 1, "401a6118-81a8-4ea5-a351-0fcfed157268": 1, "52902025-1ae9-4e24-a965-66b9df6e3c7f": 1, "5a2470c0-437b-45d1-b914-49d6eee11e71": 0, "5d808656-3762-47b1-9d99-f51fa9b07697": 0, "624f0bf3-e02d-4179-95ac-1ee68c73cf42": 0, "6496f25e-df7f-43e7-b924-a32e154f2d38": 0, "6ab2ee5a-f2b0-44aa-b2f4-b77b26340b6a": 1, "6b4df8e4-6423-4eda-af97-60bf25aea383": 1, "72619a68-3124-40c4-b0c2-3ac5a6170d8f": 0, "75e3b29a-d6c1-4482-8e9c-61611444fae3": 0, "7b270c30-dbc3-4bd5-a19c-94fc77b791f9": 0, "9294e028-eb6b-4628-8e8c-6a0c1846aa5b": 1, "96eef3bf-9958-4061-8a3a-9e0bd1a19ca5": 0, "a92ca7c8-3c33-4fea-8671-471e3d113e5e": 0, "aef2ae14-1b56-47eb-a0af-9330366a6ed7": 0, "b46c8893-2c84-4686-8c36-25afd92992c8": 1, "c19892f3-8919-4f6c-8c43-4e75e47cc7b9": 1, "dbeb0d34-db93-4f42-90d2-7effce328c01": 1, "e36cfe3d-da98-4fee-865f-7d20752fc87b": 0, "f18258b2-abbd-4cf7-8de5-91ea83f584ad": 1, "f30e23b3-3e01-49e2-ba46-612e3591888c": 1, "f77bd873-4c1c-4ce2-a73c-13a85d85a71b": 1}
77	5000	29	73	7	0	0.081	2	0.552	10,6,2,1,1,1,1,1,1,1,1,1,1,1	0.9	1	0.0	4	1	3	0.5	1.0	0.0	0.5	0.0	1.0	{"0923187f-046b-4f0f-9998-0fac7233c621": 0, "094b64fa-c827-4fd4-ba46-5f91924ee2a7": 1, "13a30f3c-c9cd-4051-9ad9-ed3b105a5e89": 2, "1e6c2c42-e411-4ad4-9116-8984368b3191": 3, "259cc075-bb26-4789-af7f-d578ab03b2ec": 2, "2701ea68-629c-4858-9f80-a2b3e07faaa0": 4, "2de1ddc3-7a12-429a-8f37-14fc710d5887": 2, "3d999f1c-4aae-4ec4-a1d4-78fec15846dd": 4, "41b7d5fe-44ce-4418-a810-8dd81e4726ed": 5, "4cb4d67b-46f7-4d44-815f-2fed2c2a16f0": 4, "4efc41c3-fe76-4519-8ca5-cb9678a76d80": 6, "52fae6d2-3af8-476a-8881-156fb3d7debb": 4, "552c2f6f-a7eb-44ed-8cd3-c3a4f0cec7ea": 6, "5a76ee59-f91b-462b-ae75-e0ab91d5d24a": 2, "68163094-23c7-4d63-901b-96f0867b3306": 4, "7f5c1b22-d549-4188-b51d-efc203cb3a63": 7, "83865186-67db-4495-9cdb-67e0e003e983": 2, "8be4edd0-27d7-4d72-952c-6fed496bc9d9": 8, "91c8b3ec-87d7-478a-b6fb-f748531afbf4": 4, "96e4b096-a546-4cf0-8984-6d8ae9f33223": 4, "9aa736ae-5409-4f8a-9c0d-362efaa14ae1": 9, "a0608f40-76b6-4a5a-b032-6900c7259dea": 10, "a2b52896-2e7f-444f-90bd-c5f968137432": 4, "c778fcfe-e194-4862-b41d-c75c48ccfc5c": 2, "d1f86fca-b0b7-40c6-9e0f-280308b0ddc1": 11, "e1888268-eb55-4c40-b515-63b9dac57862": 4, "e96be3ef-cbbb-470c-b2f5-39f05d2de93f": 4, "f67d5b73-e278-40bf-9afe-6bab1ecb3477": 12, "f76e0b86-a79e-401d-97ca-f58d85c926f9": 13}
78	5000	29	82	51	0	0.857	2	0.931	17,10,1,1	5.0	1	0.0	27	17	10	1.0	0.0	0.0	0.516	0.0	1.0	{"00d448cb-353c-4aac-9db0-4b05faef8135": 0, "04f941b4-b654-4b5e-8a93-b3c79e57c9ad": 1, "0b450b34-cb0c-454f-bbd3-e59dfebc642b": 0, "1349be59-b0fb-4c14-a665-4fc2a0ce3434": 0, "18890c0c-0aba-4593-a566-892bd38d786b": 0, "27cd4d65-f3cf-4966-bcb5-909573877686": 1, "2e7f467c-775e-4110-a203-fc0ceec6d636": 1, "37238c6d-b90e-48fa-8918-2d91a7b69d25": 0, "377ba653-924a-43ec-b170-039cd83f140d": 1, "4460881e-01f3-44b9-8d88-7fed57538ba6": 2, "4d0f6b85-1b88-4535-b1d9-e8aa16e2721f": 1, "586ec700-140f-45c3-ba2d-46c85ebe0eaa": 0, "5b5a3c38-2240-45d6-a5db-86f6216bee66": 1, "757bfb3d-e2f6-4e80-a37d-69e4815d82ac": 0, "7ba0cbb0-eeb4-43c0-b117-285dcd5407d1": 0, "7f089908-b7af-4f32-8348-2cfdee57fc19": 0, "914a044d-a375-480d-ad4e-5223212da27a": 0, "98ae1230-f153-4b3a-9472-b819c74636e3": 0, "9b8322e4-0206-45af-88a2-5cd39081d83e": 0, "a0e6ef2d-d706-40ab-936f-e36c69a4fdeb": 1, "a3c65dc1-d1e1-4caf-8311-e25c8990ba9d": 1, "acd758ad-b9d4-4ec9-b326-61044e75e259": 1, "ad65fe2e-a48f-4e53-9806-afafccb98075": 1, "c63cf787-b0ae-4b26-a593-93d5fe920736": 0, "d01c7724-dd93-48d9-bd47-095ae29dd7fa": 0, "d33f264c-0c8f-49b3-b0a8-8c47fe5832a9": 0, "e82c95bd-5e13-4a25-8d06-921428449af3": 0, "f291da8b-7ca9-429f-8ad8-95c9eb167de0": 0, "fefe5f47-8085-49bf-b74e-8ee5aa9a7b6c": 3}
79	5000	21	30	24	0	0.429	2	0.667	11,3,1,1,1,1,1,1,1	0.6	2	0.576	18	12	7	0.85	0.284	0.0	1.0	0.0	0.0	{"09eb6025-d17e-40d4-a0d1-1f276efef505": 0, "26a62084-58d2-4a2a-b61b-206fc972c41b": 1, "273bd7d1-2282-427d-9187-28149cc4835f": 0, "344e5c9b-071e-44bb-a1d0-e97898fcc091": 0, "3d79360d-bff4-471e-8cf8-9d9fe1a70bee": 2, "3fe58c37-e940-4668-81ab-220fb51d3b36": 0, "4c6cb215-7fe5-462d-a58c-3f1558e6f4bf": 3, "4f4b98ee-9a3a-4187-a2a2-5ed288a3dccb": 0, "5cbe9e15-bcf8-47b4-9290-53792ad13585": 4, "7ced0c89-eb6b-4d9c-82f7-ecf3cbd9c8eb": 0, "8449f64d-6561-48e4-938b-22d61c53cd6d": 0, "88f4ef14-1f58-4910-ac3c-973869738089": 0, "abf9dad7-240d-4278-b527-87d6b46272de": 5, "bd26bc36-7434-435d-9415-88823c202ca0": 6, "be58e088-502c-40c8-9bd9-f3becad9881f": 0, "c1e0b714-7e04-4627-882a-e0a0d4e57434": 1, "e4ac4500-f6f0-43a4-9c11-5ced381bcc1a": 0, "eca5a252-3e82-46d3-8f93-302385a00db0": 0, "f081af55-3a55-49d8-93d6-d93b184c6574": 7, "f154ea59-c881-4adb-a601-f3f1959ac6d5": 8, "f31a56f6-4694-4e94-907e-27eb0cc8dc3b": 1}
80	5000	21	125	43	0	0.743	2	1.0	11,10	0.7	1	0.0	2	1	2	1.0	0.0	nan	1.0	0.0	nan	{"250b01c5-9492-4a1e-b7ae-c90f9d385390": 0, "2cad8702-35df-4b01-b9fb-9969b3f356a3": 1, "2e65d1ec-b0e1-48fc-86cf-9e4094244d02": 0, "374384a0-7c36-478f-8a9c-a5c167cf13ab": 1, "3bc732de-c938-4899-adf5-8c20cdeda6b0": 1, "3ebd6907-1fb5-4f9e-a4eb-1077e9080f20": 1, "51018207-7193-4c74-add9-7db0e6a0085c": 0, "5d7f8fce-d9e0-49f0-b7ed-183de008fd91": 0, "63cd4a88-5d83-4178-9e80-df83b73cefa6": 1, "64076fb0-8e36-443a-9010-8b57ad115122": 0, "662066c9-a7aa-45a9-a6c9-e03a8731f1e0": 0, "702e7356-690a-419e-8289-da1a62a43e84": 0, "94cedf8c-9773-4fb0-8c5a-46003ae84f95": 0, "976194d1-40f7-4e96-b89e-3cb902f868dc": 0, "a0dc9a33-6f34-4f84-bbba-011773dee954": 1, "a5c915d2-9ade-4d89-8f13-6a53f4e2dcc7": 0, "a6868938-fa33-4828-9dec-4ef5424a6f30": 1, "baf07de5-12a1-4179-9c35-4a5a02618389": 1, "c5d258b1-55d2-4768-a403-bf7b01a87bf1": 1, "df3450ad-0e91-4ba5-86df-85e13ded59a4": 1, "f60e2803-bf0a-4ac6-97a1-112f26e6c697": 1}
81	5000	18	398	381	0	0.98	2	1.0	10,8	0.4	2	1.0	18	11	10	1.0	0.0	0.0	1.0	0.0	0.0	{"0b0868e8-3a4e-41fd-afff-ceda4abec8e3": 0, "1098ac38-a550-4fcd-94a2-5f1baecbee9c": 1, "12f25049-bad9-44dd-9ddb-c1fa8a88448c": 1, "1a6bf753-7bfe-45c2-b59c-6ca43cf2f56b": 1, "1cd6a26c-587e-4701-9966-8aecaf2acea6": 0, "2f2f60b0-2a36-4652-b09d-c6de6337f682": 0, "30f4b098-d586-4869-a39c-5b1f8f3c13ef": 1, "371d0a2f-3bbf-434e-9116-34f455ad59e2": 0, "4aa151a5-813f-40e3-b2ac-a917afcd1627": 0, "874e75a7-401c-4ec7-8def-a88503399b40": 1, "937ab18f-b6ce-4a5f-8348-5a388da1cbd5": 0, "93de4201-c9a1-4ca8-9323-abeeb9d9995f": 1, "96700e73-99e0-4906-8491-e9180f4cb4ec": 1, "c30f042a-f252-4b8c-80f8-3f87ffe49ba8": 1, "c6394d4f-f4ec-44a5-bb14-de2944d62757": 1, "ca7bbdbd-7226-4879-8569-e979c6a8989d": 0, "cbbd46b1-b15c-4fed-90a1-0f04d07f6665": 1, "cbd48b20-5f0d-4104-9823-cf429e03e4ef": 0}
82	5000	24	228	224	0	1.0	2	1.0	16,8	0.6	2	0.833	24	8	17	1.0	0.0	0.0	0.917	0.101	0.062	{"18c8f3e9-1396-4f10-93b6-33a9a3964195": 0, "3bc54044-7704-45b5-8637-7f882c592664": 0, "403e7ded-dd88-4acd-88e6-a624a83b13fb": 1, "4232c6e7-d033-4e20-8702-c4c6dced1c97": 1, "42af5872-3eb1-4339-9913-d311b74c50e0": 0, "566d7417-91ec-4211-ac44-30c526b71173": 0, "62414b08-c284-489c-a875-94a4b3b27293": 0, "634916bc-f702-4da2-8e59-32849e1eaaf8": 1, "64d06cce-1b5c-4986-97a6-bc55aac6f615": 1, "65a3503b-26f7-4721-ab45-7ab8c86a7e50": 0, "713d8015-d565-49c6-a09d-e8a50d1330da": 0, "7275551c-d3e0-40e7-9195-fa9b7f15ff43": 0, "79584d18-b3bc-493d-8397-4db620195d97": 0, "7c14f1e0-b993-4ab9-a6da-38bbc21ecb46": 1, "8b5d0269-da5a-4f1e-9931-90f23959b1c8": 0, "9ad2b900-69fa-41ab-985f-e451d2c8a552": 0, "9dc70ca0-b827-4e8a-b084-0633249c9542": 0, "9e43564d-e1a8-4554-8cb7-6422c02d779a": 0, "a947c252-ccf2-48c2-be66-f4abaf370508": 1, "adecb6f8-bf62-4f33-a204-2018227a4b0f": 1, "bd333650-f24d-40d7-85e4-c4637426fdba": 0, "be2d96e9-1b96-49c0-a0e8-d1a7c9692aff": 1, "bf4a0a79-8edb-4eb2-a964-d92d8098c890": 0, "f314c96c-53e2-4660-9634-ae11a3c98eb5": 0}
83	5000	24	183	174	0	0.993	2	1.0	12,12	0.8	2	1.0	23	12	12	1.0	0.0	0.0	1.0	0.0	0.0	{"14e7b77b-6c21-4f83-8ffb-fc8bded5cfe8": 0, "1e1b4202-4fdf-4567-8ac9-035ea3756a62": 0, "1f5763f5-c6c9-4930-a8b2-0249344794e7": 1, "24e02890-9793-4fa8-b0f1-449cde2204c6": 1, "2fb8a474-b1fe-405b-9d3e-2473513163ff": 1, "3e716853-6221-4197-a0c4-b1024725d1cc": 1, "461cfbaa-439e-444e-8aee-d28236b3a729": 0, "479e659d-396d-457b-9e4f-de1388c8955b": 0, "50c2f55b-b204-4d88-9aa0-09df893c624b": 0, "68b28fc9-03df-420c-9113-edd460f1428b": 0, "9043a7ba-ea91-4052-870f-9a3b6ef9d208": 1, "9a299918-c9eb-4a93-9e81-58dc6ba7f480": 1, "a9be40db-d28e-4f9c-97e1-8f2767c0a069": 0, "b23cb12f-98d5-4aec-8492-2b724e28c50b": 0, "b8ac7462-dc7e-4828-9cb2-e2e17bd009be": 1, "bff19f62-d5e0-45cb-aad2-6adc0630a74a": 1, "c4187a3a-02e0-4764-90db-1bb96b20a386": 0, "c5fe4d85-c568-423b-a344-976605201fba": 0, "c876cdaf-c9f3-4705-ba82-5bb1153a5210": 1, "cb0b74f1-5fe8-4972-808e-aa26a97d85f2": 0, "cfd7e114-e168-4e15-90a1-abcf6cee3fa1": 1, "f01bae52-412c-469c-adb8-cf3083f7436e": 1, "f1b59103-6741-4c03-b694-3e19ae303e41": 1, "f2745e36-5bbd-47dd-a040-b951a26bb67e": 0}
84	5000	25	644	538	0	0.963	2	1.0	13,12	7.5	2	0.439	25	13	13	1.0	0.0	0.0	0.72	0.285	0.276	{"0cd02435-6e53-47bd-afa7-9b4fa5b03c08": 0, "17bf096b-ff25-4989-a522-e0128046e713": 0, "2a9e3fd8-51f9-4e69-bda0-1872b546e017": 0, "3ac50a17-e675-471e-b3bd-e88a22a26643": 0, "431eac5a-eee7-408a-95eb-0c8638d8ebbf": 0, "479e659d-396d-457b-9e4f-de1388c8955b": 0, "4bd02ad3-5d8b-4424-9ccf-5d5b5ccee66d": 1, "5bde23fd-3f61-45db-b502-98418c9a64ec": 1, "5f778067-3cff-4708-afa7-b04770641f8c": 0, "685fa0a3-5a3f-4fcd-8f48-430406a1f33d": 1, "6abad87a-b502-4170-9e45-2fba0f9d11d0": 0, "6ca58c2e-d025-4719-9fa9-6654d6386493": 0, "7012a2f6-f25d-448f-983f-682cf1929fe9": 1, "892970d3-25d4-4693-bae6-b43b28fe7074": 1, "8ee3d605-5d18-411f-9c67-b57b2d7b3822": 1, "93a0cb89-4193-4572-aae8-c54832655759": 0, "9c5b6379-50e1-4ea6-b504-8e2600bb32a4": 1, "a11fc50a-ccfd-4200-8aa2-168a04c5b44a": 1, "acd88225-b62a-4a8c-81c9-aa70c329ad1f": 0, "b23b5b23-64f6-498b-821c-650aad2583e7": 1, "b8cacc83-c1c4-421b-a30c-5b1e30b48725": 0, "c551d0b8-31c1-48f3-a6ad-1bae4a188f5d": 1, "cbc44d86-cd42-4399-accf-13b700ee79ca": 0, "d3297e11-373a-4f45-9574-4c2b25e784b2": 1, "ef979c5d-89bc-45ba-9a4c-0842392f2afa": 1}
85	5000	15	168	144	0	0.971	2	1.0	9,6	0.5	2	1.0	15	6	9	1.0	0.0	0.0	1.0	0.0	0.0	{"0fbb3007-22c5-495a-ac9b-579e2d49fb5a": 0, "2124d4b2-be02-4482-9f5d-22051b137b65": 1, "32eec2fd-0e68-4e39-9eb7-cb22217e4199": 0, "389efcbd-2ad0-4593-9057-20f2141fe7fc": 1, "3c127f67-20bc-4fde-b86b-c264fd76727b": 0, "3e8bd85a-d9f8-49f0-89a6-7e2671e7b225": 0, "431eac5a-eee7-408a-95eb-0c8638d8ebbf": 1, "4bd02ad3-5d8b-4424-9ccf-5d5b5ccee66d": 0, "6ca58c2e-d025-4719-9fa9-6654d6386493": 1, "8a799b3d-6637-40f9-9ca1-abb28fb1c64c": 0, "8d5a5e6f-22b3-4fe0-8c00-e629482a811d": 0, "9c5b6379-50e1-4ea6-b504-8e2600bb32a4": 0, "b10d3c42-2235-4010-ba4e-92abc19eb771": 1, "b8cacc83-c1c4-421b-a30c-5b1e30b48725": 1, "eef1a771-68d9-4b18-a270-d4b1b17585c1": 0}
86	5000	15	112	95	0	0.99	2	1.0	9,6	0.3	2	1.0	15	7	11	1.0	0.0	0.0	1.0	0.0	0.0	{"076dedee-ccca-460c-a2c6-6c345b082c8b": 0, "2ab2e2cf-1e49-4230-b373-0c99fb78090c": 0, "32eec2fd-0e68-4e39-9eb7-cb22217e4199": 1, "3322e266-75dc-4c76-b49a-887225709d3b": 1, "39fadc0f-d875-4de5-8d4d-8c48683b0b86": 1, "403239f9-01ac-414b-acca-ae7866a4cfd2": 1, "71a1cf3a-fa43-4c68-949f-9115a8222747": 0, "998d7853-7d50-4be1-8d7f-150d260283e3": 1, "99d6ba1c-2bbe-4ab3-8895-032b8c8e3118": 0, "b6c16218-c217-40ef-bf08-9019fb4cd3ec": 0, "bab15c5c-f7fb-4ce2-8665-7eaa0b7b8dfe": 1, "ce22a86b-f55f-4ff4-834b-09f7c72a7375": 1, "d94fca20-bc40-4d97-b3ff-dad96bf7d722": 0, "e5a71d91-36cd-4631-8ecc-cc197c151737": 1, "eef1a771-68d9-4b18-a270-d4b1b17585c1": 1}
87	5000	18	224	195	0	0.987	2	1.0	10,8	0.5	1	0.0	18	11	8	1.0	0.0	0.0	0.477	0.0	1.0	{"1c8f4236-9303-40fb-9ddc-73907eb56f04": 0, "246b52c8-2a71-47fc-91ac-838c4ab272b7": 1, "3d90b3e9-b923-4dcb-81b6-ff0136c20520": 1, "3f81cd12-f6ff-4380-8523-9b91ad7bba0f": 0, "3fc69b6d-2af1-4b72-8b41-48c130d5da0d": 0, "44f7a542-0e77-491f-b988-2e80224d7a07": 1, "51f7ac3c-3709-4e5b-8b7e-f9809113ee2b": 1, "602efcc3-fa1c-4331-a46a-2679702d909f": 1, "7327da21-85cf-47a1-9afd-f51fb50465fb": 1, "880fc38c-dfae-4b57-a5da-b24c00c5945c": 0, "8d94a6a9-bf5c-4cc7-b1e8-fff9454183a4": 1, "c4947c08-b4d0-44af-b051-28a4d48dce95": 1, "c7c53aed-b23d-4c6c-b271-1d9e2bc2f44b": 0, "cd89c92e-6a36-46ad-af9a-5e6f9b514987": 0, "d3c9e50e-3bfd-49c5-8d69-82a83c9c3cb2": 0, "f21e7740-63fa-4bee-8c3c-b126e2aa7970": 0, "febf0903-ee03-4d82-910a-9deaae2843b5": 1, "ffaaa1cf-47e0-46f7-9085-a997cd7135b6": 1}
88	5000	17	69	47	0	0.897	2	1.0	10,7	0.3	1	0.0	9	6	7	1.0	0.0	0.0	0.444	0.0	1.0	{"04622825-0afe-4536-8668-6011a8bb82da": 0, "0536064b-55c2-431d-ba73-bd6b18f31087": 1, "353f2044-1c79-4343-b908-233d36c1ed94": 1, "43fa9e43-e31d-4c83-bae1-0ebc1facf5da": 0, "462a9113-4ad1-4134-9366-6f7bf665bce8": 0, "4ac506bd-0596-4de4-986d-dce0c139e225": 0, "5ec341c8-a9e8-4386-bd96-9270fbf7dfe2": 0, "8ebedf13-43c7-4426-8987-2367bbaf3c82": 0, "8fc5ac51-7906-49fb-931b-eb767a9511ce": 1, "a125fe06-bcb8-41cb-9796-67e22f641090": 1, "a5d6d6ef-eb9f-4d08-8ad5-61e9556070b7": 1, "a606c890-929c-4742-b6f1-24adac30237e": 0, "badfab28-1313-4095-ba83-1d708a2e2127": 0, "dbd4c66c-abe8-4054-aece-811eab2beb0f": 1, "e4beb29d-8d9f-4b6d-abc6-e02ae234a80a": 0, "eb4ff43e-3b93-408f-a847-0faeef5cb1da": 0, "f7868bce-8a13-4ee2-892f-0cf21cea4251": 1}
