crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
740	5000	24	229	244	37	0.989	2	1.0	16,8	0.9	1.0	1.0	0.0	0.0	1	0.0	24	17	8	1.0	0.0	0.0	0.536	0.0	1.0		{"0aeda62c-6cf7-4305-b1dd-ac24664a83c8": 0, "29527e7f-d769-482e-a696-8237ab9fb33e": 0, "37f0e832-7080-4fc6-8956-1b2e85b47a54": 0, "39036aea-209e-4cfb-91a5-cf753cbc5fa9": 1, "558b8453-4897-45c6-a054-6ec42157c768": 0, "5786c84e-59ab-49db-a89d-8a8947eac139": 1, "5eee1201-2098-4814-a020-0836da5a46e1": 0, "637b68df-a656-4e36-912b-9e469ada062f": 0, "70b55c0b-cac4-412f-87d7-20b652f43709": 1, "7bf766eb-3cbe-4335-bc06-b7b2a3e0a9e1": 0, "842702f8-c5c0-4070-a895-c71759c2ec7c": 1, "9066d457-0f58-4f8b-8e60-2d8283947c37": 0, "b4d8f993-94ef-43c4-a53c-db3a24521c0f": 0, "b60942ae-3fa9-4687-b74e-48f3cf29cda8": 1, "b72cc2f7-b29a-4e82-8334-8d5e6a6c789b": 0, "bed79cef-3ea8-4d6e-b508-c6a8536eec75": 0, "c8310f69-5243-499c-8f45-99f537a6f2e8": 0, "ceb82c60-dc3a-4595-a591-07d8e46752d3": 1, "e0f568ab-5d41-4a7c-b799-ee57ac2de630": 0, "e9b93390-9758-4e73-b5dc-956ce0ee873a": 1, "efc350d3-1b02-482c-92e8-d3dee271b24d": 0, "f366b4ef-1711-44f4-b5c8-620fb656d400": 0, "fc52cf8e-42da-4024-97d8-572b81beaff1": 1, "feecff34-2947-40f4-a120-2c3922efcf54": 0}
741	5000	22	242	283	57	0.991	2	1.0	14,8	0.9	1.0	1.0	0.0	0.0	2	1.0	22	15	9	1.0	0.0	0.0	1.0	0.0	0.0		{"0aeda62c-6cf7-4305-b1dd-ac24664a83c8": 0, "29527e7f-d769-482e-a696-8237ab9fb33e": 0, "37f0e832-7080-4fc6-8956-1b2e85b47a54": 0, "39036aea-209e-4cfb-91a5-cf753cbc5fa9": 1, "4e6979fa-1208-4301-9b0c-03f84167b342": 1, "558b8453-4897-45c6-a054-6ec42157c768": 0, "57b91745-f4d1-4fdc-a575-cf64d9928cb0": 0, "637b68df-a656-4e36-912b-9e469ada062f": 0, "70b55c0b-cac4-412f-87d7-20b652f43709": 1, "842702f8-c5c0-4070-a895-c71759c2ec7c": 1, "9066d457-0f58-4f8b-8e60-2d8283947c37": 0, "b4d8f993-94ef-43c4-a53c-db3a24521c0f": 0, "b60942ae-3fa9-4687-b74e-48f3cf29cda8": 1, "b72cc2f7-b29a-4e82-8334-8d5e6a6c789b": 0, "bed79cef-3ea8-4d6e-b508-c6a8536eec75": 0, "ceb82c60-dc3a-4595-a591-07d8e46752d3": 1, "e0f568ab-5d41-4a7c-b799-ee57ac2de630": 0, "e9b93390-9758-4e73-b5dc-956ce0ee873a": 1, "efc350d3-1b02-482c-92e8-d3dee271b24d": 0, "f366b4ef-1711-44f4-b5c8-620fb656d400": 0, "fc52cf8e-42da-4024-97d8-572b81beaff1": 1, "feecff34-2947-40f4-a120-2c3922efcf54": 0}
742	5000	26	108	59	2	0.794	2	1.0	14,12	1.5	1.0	0.841	0.184	0.133	1	0.0	24	10	15	0.841	0.184	0.133	0.511	0.0	1.0		{"0632fc34-9a56-4811-b9dc-1e630272b718": 0, "0950bbb3-bdcd-456c-b78a-b2c5aabb94d9": 0, "099280fc-991f-47fa-a532-b25ddc609048": 1, "0f480c74-49f0-422d-938d-f63ccf5332cb": 1, "11bc355a-82f6-4589-9e79-71814aabb06d": 1, "2a5cb8a1-cb4b-402a-8ec8-0334a758a3d3": 0, "2ba77c06-b61d-4802-859a-5c32674e3bc2": 1, "38ddcf54-a7bd-4cb6-bd3c-2d23e2380122": 1, "4153a1aa-b006-40c2-8d13-43019f5e0aed": 1, "47b794e7-1607-4c82-bd77-db3b7130b397": 1, "5d00b467-bcd2-4308-bed3-98596d3f55f7": 0, "5e08068a-a3f8-466a-ad98-e3afca45607d": 1, "63cc298d-1ba1-4506-b630-8462fe0b876d": 1, "6be3cef9-a34e-4b50-bb79-eb63efc3d794": 0, "72b9537b-6be2-4741-8a60-3f4885338ea5": 0, "8008aea0-17a4-4663-b5f7-1e1da390415a": 1, "81cb57ef-49fb-44be-9228-adc13c7dc7b1": 0, "8b311681-3c5d-4b5e-b46a-a3536e35941b": 1, "accaf0db-2415-4a9a-b726-1a172e421fe2": 0, "c23f3b2c-a617-4b32-9d11-fd80561ba178": 0, "c8695e15-4eb4-424f-98c7-b8c127329fa3": 0, "d4d40f8e-4ebb-480e-a17a-1d7951d81a55": 1, "d67f6d4d-e0e2-405d-8309-6966047d0134": 0, "dda090a5-eca4-48a8-a025-c7af65e54fef": 0, "dfece148-2d7b-411b-a2c5-dc59686a00d1": 1, "f3f7dee7-4fe0-4732-b38f-b3e6521b3bb5": 1}
743	5000	21	441	424	18	0.99	2	1.0	12,9	0.8	1.0	1.0	0.0	0.0	2	1.0	21	12	12	1.0	0.0	0.0	1.0	0.0	0.0		{"164a0068-95a3-4bfb-946e-84016fc76f36": 0, "2750e4a0-70d7-425e-9d97-fe3727ccb634": 1, "2cf81ea9-0f9e-421f-a381-6f8fef2bca45": 1, "33642a12-bb9c-40c6-bb18-1891c8727eaa": 1, "339aff10-b317-442f-854c-bf2a1857b074": 1, "39025aa3-b17c-496d-ac3e-92a173f9e46b": 1, "571f706b-cc7c-4755-b595-d7b4c8f3a923": 0, "5eba0471-f69b-4289-96be-13c7de23b440": 1, "64141e71-14d1-4a6b-90d9-b77f029db3de": 0, "7d14f35a-22f6-4f25-975e-7eac71d7fad0": 0, "8f0756e1-d414-498e-bc8a-9e503bceeeda": 0, "9bae93bd-60ba-4839-a519-f0ff39fce5fc": 1, "b52226ee-9530-4e27-bdd9-62432aaee279": 1, "b7b3217f-763b-4356-a12e-f4015c73736d": 0, "be3566a4-02b2-4656-8254-82a21464b82f": 1, "dda090a5-eca4-48a8-a025-c7af65e54fef": 1, "f334e172-5fc7-4d8e-9c68-d91004b27c7b": 1, "fae4154b-b4c2-478a-81f3-145600f54fb1": 0, "fb12662d-759b-497a-be3a-c8561357aa85": 0, "fe205b82-0535-47ad-a067-9e2671d054be": 0, "ff735627-6f04-4672-a5df-75747125523c": 1}
744	5000	11	70	47	0	0.873	2	0.727	5,3,2,1	0.2	0.727	1.0	0.0	0.0	1	0.0	11	7	8	0.8	0.44	0.0	0.455	0.0	1.0		{"2b64413a-5489-4d21-b2bf-9c19599a26e9": 0, "2cf81ea9-0f9e-421f-a381-6f8fef2bca45": 1, "33642a12-bb9c-40c6-bb18-1891c8727eaa": 1, "339aff10-b317-442f-854c-bf2a1857b074": 1, "5fad89bb-d07a-4c05-af1e-e5ad91aa8cee": 1, "64141e71-14d1-4a6b-90d9-b77f029db3de": 0, "b7b3217f-763b-4356-a12e-f4015c73736d": -1, "ba111afe-05d8-4677-9d5e-dd1bb5991142": -1, "bb2b73aa-914a-4cd0-94b9-d920e480d3b0": -1, "be3566a4-02b2-4656-8254-82a21464b82f": 1, "fb12662d-759b-497a-be3a-c8561357aa85": 0}
745	5000	14	212	207	12	0.989	2	1.0	8,6	0.4	1.0	1.0	0.0	0.0	2	1.0	14	9	7	1.0	0.0	0.0	1.0	0.0	0.0		{"1298933a-abda-4e62-8686-19943ef189a9": 0, "1383052b-7957-4e4d-8180-2d3780eb1609": 1, "1743c9b1-b391-485b-8978-40eb87ab0e40": 0, "1b297773-fad7-46c1-9b94-f9e352e0b87c": 1, "2c0ac321-3237-46fc-9ccc-619d3a0016b4": 0, "48855774-fe6e-42ea-bc14-361ee33c1518": 1, "57bd6225-d9e1-4e71-a25f-245e5c71f412": 1, "58ef0345-11ac-4dee-8912-e4480dd20e28": 1, "59f354bd-8ef7-48f8-a958-322b10bf7c7e": 1, "9597d9c2-7835-4627-801d-1adfa7c55611": 1, "a29cc276-1104-4c8d-83bf-cdb5101e5031": 0, "cb4c36fc-6827-4e5a-a482-dfd547aee874": 0, "d6ed55a0-c14e-4b4f-aeb1-b62971ed11cb": 0, "f2c3f15d-79ca-4c9b-9598-8a91d8ac07db": 1}
746	5000	24	345	330	22	0.993	2	1.0	13,11	1.0	1.0	1.0	0.0	0.0	2	1.0	24	14	15	1.0	0.0	0.0	1.0	0.0	0.0		{"016354f0-d62f-4f45-ac83-ca3fb2e69dff": 0, "0ac0ebae-f628-4f88-8c86-f1521394cd14": 1, "1298933a-abda-4e62-8686-19943ef189a9": 0, "1558179f-ea2a-4eeb-8596-349ccef16979": 1, "24f6fb17-dae4-4c3b-bb7b-92111a66b1c4": 1, "2f5630a8-afdc-4917-b585-b7fe2e93bd18": 1, "40e7a8b1-d182-4e09-a6bf-0ef3238e2b4b": 0, "43fdcb84-251e-47ac-adf3-9fc9c966c7e5": 1, "4647c0f7-c80d-46c3-b28e-d1f482b393c3": 0, "4be321f3-1195-48a9-a68e-3634c8e68f67": 1, "5785c7ed-07ba-4d16-8cdd-3ad6fe650c07": 1, "6578eca6-5492-430b-9ae3-275fa91c2d84": 1, "88295aa1-596e-4465-9d6c-82245a768e11": 1, "8984a4b2-9d63-401a-a431-5dff77666ca7": 1, "9417c71f-8a61-4673-abbd-6b703dbc2d54": 1, "9e7f062f-6251-4736-8491-9c9b7f6e488e": 0, "a29cc276-1104-4c8d-83bf-cdb5101e5031": 0, "a7381bdb-70a2-450d-8182-cabb9ea3be68": 0, "b7f09d48-3ca3-4be9-b610-a2eee44091a6": 0, "ba0ae673-1ed1-49f0-a71e-99a316b08d08": 0, "cb2aa5d2-f5c8-4cac-8e26-c8a33ad7c4a3": 1, "d8b08e3f-5a1c-49f9-8d37-61914f6562ac": 0, "e5042cd8-abfc-4877-920c-9f70b150eb6c": 1, "e958bfd8-2a80-4e3e-b544-eef5dfb205bb": 0}
747	5000	19	993	1097	135	0.871	2	1.0	11,8	11.0	1.0	1.0	0.0	0.0	2	1.0	19	11	8	1.0	0.0	0.0	1.0	0.0	0.0		{"0d06493a-a4ed-49b1-a4db-e2f344ddacb2": 0, "188ad001-b76a-492f-bbda-d853ba62f08c": 0, "1c8031ff-59f8-4b10-bd5b-87374db12211": 0, "208eea1d-2931-4110-b937-dc4a6cc2b806": 1, "236c607d-7e49-486c-82a7-e27e6b8a3377": 1, "246bb320-b8f5-4217-afe6-b45c654dc0fb": 1, "339ea500-0d11-4eb9-9233-ad2374058f94": 1, "51169d40-9d3e-4286-bcdf-bc851c13ee3c": 0, "519b1d9b-44e1-40be-9525-6b74685b6f35": 1, "5cc71776-5553-422c-8d79-6295bbb25d39": 1, "6da88db1-eb0e-4690-9483-d1d76607e0e1": 0, "7bf4c309-d0f6-4ffa-90ae-5f8bfa07425a": 1, "85104cc7-75ad-4635-b413-08e24008d1d4": 0, "96b016c1-e47c-4e81-b26e-d911f08db515": 0, "b37c123b-e878-45a8-9067-d783f8bc6105": 1, "c16cac09-6169-4bac-942d-a12c72d159b5": 1, "cac48be1-627f-4ad2-969c-8b842dde9255": 1, "d269e881-4583-4102-8835-112a775d3eca": 0, "f118303a-aaa7-4198-9c5b-fce2ea7e91e5": 1}
748	5000	22	496	530	37	1.0	2	1.0	12,10	0.9	1.0	1.0	0.0	0.0	2	1.0	22	13	11	1.0	0.0	0.0	1.0	0.0	0.0		{"1234378e-b51e-4d62-bacd-99ff4328d32b": 0, "1de18cbc-e5bb-42d5-9003-84b81920d94b": 1, "26394752-95e0-4c71-9c17-044882527925": 0, "2f922944-2534-4375-bb95-7e4a88dd2ca7": 1, "42735249-1798-450e-93c3-b3b15fef2c0a": 1, "496bf201-e250-4bcb-a32f-7751fdc26c15": 1, "5c984d90-cdf4-47b8-8df6-31b09b70c07a": 1, "5fc9d902-bbdf-44cc-a0a4-6d1f7827a781": 0, "64dc31ed-e466-4a8a-a2dc-0c0bdc99e79d": 0, "73c410e5-d861-4dbe-be1c-2c6b99fda262": 1, "7a91bd46-a878-402c-aa8d-b7c9d86bfe73": 0, "8a329bcc-7596-4e32-b86c-2d3df5a3d2bb": 0, "91c9c124-ede8-4052-8677-7ad5103d192e": 0, "aee86731-f3c3-45c0-856a-b9a553f9ff62": 0, "c0b53fb2-957a-4680-8015-2fa2ad94c5c1": 0, "e1686133-0e9c-4a36-993d-7984efcc05e2": 1, "e8ee4992-8c7e-435f-8e9d-13d25f2f9191": 1, "eb1580a6-73a4-4f73-abfa-c4f91c575633": 0, "eda373fa-5519-471a-85f6-dde93384758c": 1, "f118303a-aaa7-4198-9c5b-fce2ea7e91e5": 0, "f1c06c32-21fc-4b1a-8f28-ee38b24f8636": 0, "fc694685-8da4-4532-ba76-a7ca2a578a95": 1}
749	5000	21	34	7	7	0.381	1	0.762	16,2,1,1,1	0.7	0.818	0.444	0.0	1.0	1	0.0	11	6	5	0.473	0.36	0.667	0.455	0.0	1.0		{"0588aa2e-a0d1-4dab-aecb-848f64c77851": 0, "07170021-9348-4122-ba41-aebff9f03aa4": 0, "0edbdac0-bac3-4ea1-9813-1cc0398a0738": -1, "15d8e306-909b-44ae-b754-f1efc1662c58": 0, "28db7ef5-06b4-4be1-9eff-8cc165000099": -1, "2a6c6b1c-5426-430d-ae5b-62bbe4766153": 0, "42d6a235-b092-4001-93a7-a92bd619e6b6": 0, "43c389e8-1b07-4b8f-858d-fcc13ae7e747": 0, "4fefa75d-4927-4b6f-b175-d2240881122d": 0, "5980dac4-55d0-4ce8-94c3-a8136fd5d8d4": 0, "62b204a9-9fb7-41ce-bae5-a4c3d2cc511a": -1, "7339b753-d474-46d5-9188-cea0eb293dda": 0, "7bd33874-7446-433f-8ae3-e230c88e24b4": 0, "831fbadc-f1fa-4bf8-961d-f70ea2646f7a": 0, "9455aad8-9e0a-4860-800c-e356587f2e43": 0, "b5e91861-e25f-42f3-9c62-3b219177e10b": -1, "bbaab73b-7b65-46f5-9818-9be3db49ad85": 0, "bd8efdbe-c61a-4e1c-8c3e-91c4da6725aa": 0, "e986d4be-6092-468c-a6d2-7c5b5193fb74": 0, "ef8a624f-92d6-4a3d-9c00-3f505c639700": -1, "f3e76b7d-765c-4739-9276-73b28f996bb7": 0}
750	5000	21	96	55	4	0.781	2	0.905	13,6,2	0.9	0.944	0.882	0.071	0.167	1	0.0	18	12	6	0.824	0.198	0.153	0.529	0.0	1.0		{"0edbdac0-bac3-4ea1-9813-1cc0398a0738": 0, "11d00b20-d6c5-4562-8778-9c6e7d3a455f": 1, "15d8e306-909b-44ae-b754-f1efc1662c58": 0, "1618e4ee-71dc-43cd-aeb7-6868c0fad816": -1, "20120e67-bf28-4abe-95c2-4c29514556c6": 1, "211f28eb-e2b9-45c9-b9c8-fc9e81177433": 1, "29276aa3-ebc8-4f68-803d-f66406c6315f": 0, "2a6c6b1c-5426-430d-ae5b-62bbe4766153": 1, "338e3410-75c8-40f9-8ff8-e6b92c7e729a": 1, "42d6a235-b092-4001-93a7-a92bd619e6b6": 1, "55dc6034-bf94-489c-abb7-b586ba91206a": 1, "6fe3de58-5d39-43db-824f-de0059ef0571": 0, "7339b753-d474-46d5-9188-cea0eb293dda": 0, "7bd33874-7446-433f-8ae3-e230c88e24b4": 0, "9e45a053-9d8d-4d65-955e-3d60b43dd0c2": 1, "9f6a59bd-af73-494c-a523-8267ff5bb8d0": 1, "b5e91861-e25f-42f3-9c62-3b219177e10b": -1, "bbaab73b-7b65-46f5-9818-9be3db49ad85": 1, "cf724e3d-397e-4949-9ccd-727559951895": 1, "e07a8ab5-f5c3-4cf7-8553-41047af7bec5": 1, "e986d4be-6092-468c-a6d2-7c5b5193fb74": 1}
751	5000	17	112	107	24	0.993	2	1.0	10,7	0.4	1.0	1.0	0.0	0.0	2	0.121	16	9	8	1.0	0.0	0.0	0.542	0.351	0.556		{"0318dfac-3b2c-4f6a-b266-18354cbf23d0": 0, "0cce67dc-000f-4514-b92b-d405be92911c": 0, "13b1659d-10b8-486c-bcfe-267172ed4ef1": 1, "15cf008b-0204-4bb0-93e8-146ea64a4f17": 0, "1dcb07a5-5ee2-438d-a017-aaff4db5a2ad": 0, "1f2cda50-6535-4613-b425-845a5beb7c6d": 1, "20120e67-bf28-4abe-95c2-4c29514556c6": 0, "240892b5-2dbc-4aa3-8d24-f31a74a86593": 1, "55dc6034-bf94-489c-abb7-b586ba91206a": 0, "562122b5-64b9-4258-933c-a56d9c28ee42": 1, "5f79391f-5e12-49f1-98c0-2f922c45e487": 1, "cc0dded9-d365-4d8f-89cd-e66018393dae": 1, "d986a7aa-0890-482d-88ba-d52fc4baa6ce": 0, "ec988bc9-4792-434d-be5f-b50d6ca06430": 0, "f31ae25b-24ee-4c06-9263-2e0c6369e945": 1, "f86d9740-c343-4a8f-9d8c-8904dddcdd14": 0, "fda6342f-c2fc-4be7-af5b-ccf7d5213486": 0}
752	5000	26	270	313	87	0.502	3	0.808	12,6,3,1,1,1,1,1	6.8	0.842	1.0	0.0	0.0	2	0.433	19	6	13	0.807	0.355	0.0	0.875	0.083	0.167		{"05530e56-5353-4982-8576-c063217f4a52": 0, "0de1b9c1-ca39-470b-8908-38a7a8d27411": 1, "10fed773-af4b-4382-a9c1-c0ea1821a751": 1, "1880ce4d-d866-452f-a62b-f6132a358a3f": 1, "1ac829fa-da73-4cdd-9ba2-f926a6403bd3": 1, "1b9a7247-da82-49c1-8f37-b59c419f0cb0": 1, "1f6a1827-7c34-46ee-bb01-c0e20afb563a": 2, "2e1984fc-900d-48fd-ad1b-881c9c33054a": 1, "2fe959d4-26b6-494a-bdb3-757e89975207": -1, "5d8fe753-0c01-4d44-a571-23e94df8d0fa": 0, "633fe683-b679-4df6-b1b7-743394e17e9b": -1, "67a64e81-49fa-45ce-be93-86463cf63769": -1, "69b975df-82a6-4fde-aa7f-ebb1fae3ba92": 2, "7dcb2d04-ce49-4094-9dc1-c9b2179adb36": 0, "83075288-3977-41b0-93b3-ede320e7ca6d": 2, "831c94a9-3bef-46cf-a85e-740c38addd2c": 2, "8a6f4fce-cbc3-43ea-afde-bcd8178d8118": 2, "96ff0fb7-78e3-47ce-b887-1759197a54f3": 1, "9d80021a-d28d-40de-9045-1f5c35d89be3": -1, "abee8434-db11-47e0-9cc6-82d9ce3c58e3": 1, "b3a1e9d8-e08b-49b4-af7b-e2fe5dc1b1d2": 1, "bda5f9d7-f8c9-44c8-8b90-efc423d03724": 1, "c36e19a6-f64f-48be-9ef4-d0ba1e16d4c4": 1, "e8553b54-fe5e-4b0f-96f8-c7a8c5bd339b": 2, "eaaddddf-41a3-482a-85c3-9d9429f71526": -1, "f16cb9ec-314a-42be-9a42-1c6180bfb102": 1}
753	5000	21	22	21	19	0.995	2	1.0	11,10	0.7	1.0	1.0	0.0	0.0	2	1.0	6	2	4	1.0	0.0	0.0	1.0	0.0	0.0		{"00668ea9-b872-41f8-8290-a024a7f73313": 0, "055c99e2-c80f-4da9-adb9-e0e5168e4c38": 0, "0ba799fa-0827-400a-a4d1-31faf06a14f9": 1, "0bfd3d25-5a19-4450-94eb-2c0c4d2c7ef9": 1, "14d2681e-a7cb-4d51-8378-0391ef188901": 0, "381ffe5a-33ec-4d80-819c-9198281f7535": 0, "3976a498-c60c-4b4e-a818-1803b5381920": 0, "51c11d84-d4a4-4cb9-b4b9-54fb4c9f5c63": 1, "51ce5284-5e16-4795-8e32-2a7d12c1b66f": 1, "5a692bfb-4d50-49ff-a638-06443dfa5a0f": 1, "679ce071-7e27-4897-8e21-793196392e49": 1, "735578a2-9232-48aa-b946-3e65d221ace1": 1, "7494323b-7ad5-4eb7-98e5-bceca6f84d76": 0, "750d2201-441d-435c-89c8-93df584cf39c": 1, "7fda7993-0e88-4aca-89c2-21e96147ea34": 0, "923e34f1-a928-4d5d-8455-b41e872bf838": 0, "9898253d-b197-4b85-a28d-7af5586afbf1": 0, "aa1346c0-51e7-4971-a6f6-6932313e735d": 0, "b75c139a-25a2-4ca8-a4a7-55c41151da38": 1, "c3a97567-b300-45fd-b386-3504a19f946e": 0, "ec47459e-31f0-405a-a22a-91226ca92a70": 1}
754	5000	31	160	157	29	0.998	2	1.0	16,15	1.5	1.0	1.0	0.0	0.0	2	1.0	31	20	17	1.0	0.0	0.0	1.0	0.0	0.0		{"019a25cc-e5e1-4eca-a2c0-e246aa2afd7f": 0, "0664b313-da92-481e-8205-22cb7fbffcdc": 0, "121f9100-cc6a-4882-86a0-662d14b5caae": 0, "1f5f29b6-2136-4b94-bc1f-24ec02fff437": 1, "2173133f-dc82-4df4-9184-64eaa47aa904": 0, "2577b9a1-6402-4794-8130-ccc896d3d816": 0, "2795dc08-e662-40e8-8e8c-6ea2bbb9b064": 0, "2cdee22a-7397-42df-8fed-2d67d670075a": 0, "31286e1d-28f3-49f7-a0e1-6e5af3960ce6": 0, "36ff5f0c-4502-467d-905a-0ec4b9d0581c": 1, "419f7862-cf3b-485c-8671-bee0ebd5cbee": 1, "629c0085-cf1e-4dda-b46c-1964447f6100": 1, "648c76d3-a86a-4ba6-9595-934105062b95": 1, "649dfcc1-ab75-41c1-9ac8-8769ed8955da": 1, "650bfaa5-b9a0-4746-897a-53a71a79dbba": 1, "74b617ed-c9d6-4506-a4d8-9282ffc8e60c": 0, "79d669f9-f3de-4cf1-8045-15a452767599": 1, "7f5cf6d1-c4f8-433f-a691-a9d679a194cd": 1, "9692c650-6189-44b9-95ca-92fa2bc23b7f": 0, "9bb66ca6-de90-4894-9645-fcd625cfd88c": 1, "a7ffa54c-5e9d-42ba-9d33-e81dba7f75e4": 1, "ad5a454b-8abf-4850-8d66-8677c2dff095": 0, "b53ae725-4de3-42c1-b0bd-fdad5f37c13b": 1, "b621eb38-8f83-460c-884e-18d68c8bea4d": 1, "dabc4c23-609a-4f32-b7be-fbe0445576c4": 1, "ee1627b2-0df6-449e-a395-1487aa41777e": 0, "f09eabaf-caa0-43d8-bafa-33214bd18132": 0, "f26367da-98eb-4df9-8f95-3a82f50c77c4": 0, "f36e64fa-f4f1-469a-8e48-247094c3403d": 1, "f607de60-8580-4d38-82c1-866cc74908e0": 1, "f67a6392-35f5-4431-8e79-2b3e4ab6017c": 0}
755	5000	25	53	44	0	0.99	2	1.0	13,12	1.2	1.0	1.0	0.0	0.0	1	0.0	23	14	11	1.0	0.0	0.0	0.486	0.0	1.0		{"03070728-f7c6-48b1-8f22-1ff3cf580faf": 0, "061987a9-c2fb-433a-adda-743262eb1864": 1, "097b3078-c740-40b3-ab51-348f07eb009e": 0, "0f9bb04d-99ca-466f-94ad-0466ab7fe73d": 1, "10714aeb-d93d-4355-8f75-244330cbc988": 0, "166e2c3b-afb6-4af1-b6ba-68f9c31f528e": 1, "183b72d6-6148-46b9-93b6-1fded2c17ec3": 1, "1a6d5886-aa79-488c-8583-6630b5b6d53c": 0, "24c041c6-7f90-4ce7-bb01-cdb378e8e96d": 1, "3609bb45-e6f6-469f-928a-5599adb51ff0": 0, "3a10302d-3abf-4f51-babf-c8d21943c45e": 1, "3b422535-dc71-47a0-858d-28376d255c9f": 0, "5c5f48d6-9f99-4bd0-8652-9a04531bc652": 1, "5fe795cc-9a3b-4457-af43-d9c5b42e9822": 0, "6d339ee3-372a-471d-b8d4-477acb7a2cbe": 0, "728c6ef3-5169-4bdf-8ee8-4aa7e194400f": 0, "935683fa-10f2-4e31-a365-08d59df839c6": 0, "963b1b95-c1d9-4161-b74e-320dac9a6ae2": 0, "9c9b9f79-52d5-42ce-8ce8-8060236d17aa": 0, "c147f2f2-7eb9-4902-ab18-756b81884c75": 1, "c693e930-90ff-44b3-abc1-245b27d5f16f": 1, "c802b240-28a9-4058-acd3-65971c210f78": 1, "ec946901-5c5b-4448-a84a-ba94ab650b4c": 1, "f1de90c1-623a-4068-968b-04ea3a7d0c5f": 1, "f64703ae-12aa-4952-b68f-bb21dbb84f6d": 0}
756	5000	17	40	28	0	0.779	2	0.941	9,7,1	0.5	1.0	1.0	0.0	0.0	1	0.0	15	11	6	1.0	0.0	0.0	0.486	0.0	1.0		{"061987a9-c2fb-433a-adda-743262eb1864": 0, "165970e2-0b0c-4e9c-a030-cb608e6f85c9": 1, "234c999e-d616-4e37-85df-d033dfc30f04": 1, "270a9687-b7c7-4c21-b8f9-c342f1792524": 1, "33c08e4c-4459-4b97-bc0f-1e50cf15b22c": -1, "39404730-61d3-4613-b891-0d9dcfeb0991": 0, "5fe795cc-9a3b-4457-af43-d9c5b42e9822": 1, "607daf96-d126-4f49-9225-853464854a1d": 0, "728c6ef3-5169-4bdf-8ee8-4aa7e194400f": 1, "7c2c764d-999f-4fd3-8874-4859ae1f988a": 0, "848c1935-872a-445c-b8c7-25c531dc678c": 0, "963b1b95-c1d9-4161-b74e-320dac9a6ae2": 1, "a9b57106-c95f-46fd-8c0a-e6a29d612116": 1, "de995bd2-906b-4fc4-85bc-3c89821eac13": 0, "e983d1e3-5992-4ae9-a08d-2a3a06546211": 1, "f1de90c1-623a-4068-968b-04ea3a7d0c5f": 0, "f3c88676-7681-4968-bc9f-239ad77b46fa": 1}
757	5000	18	14	18	18	1.0	2	1.0	11,7	0.7	1.0	1.0	0.0	0.0	2	1.0	13	5	8	1.0	0.0	0.0	1.0	0.0	0.0		{"035cc8c5-6d23-4f3e-8021-cfc911723338": 0, "05f25687-0c42-4702-a6b1-ad34552538a7": 1, "302ce249-0846-484c-9aa1-708100624473": 1, "418ffa8c-4095-488b-8700-80bc672c1f15": 0, "42db7fb8-3af8-4d1f-b675-e28756526627": 1, "540bf11e-c8b1-478b-8845-0f3cc299b0dc": 1, "5477c571-e3d6-4bb5-b7ba-e44bca120889": 0, "6f0d624f-a133-4c77-91e6-e749e9bce7a9": 0, "8a3a1f0f-c0c3-437a-b23e-b266f9ece7ef": 0, "8c70d73e-ab03-41f5-a0e6-f82d5783b4a6": 1, "9578f9bf-edc8-49ec-9446-54470c0767de": 0, "9af00763-d3aa-426c-803a-d2675fcb53bd": 1, "a0d1f479-d251-4725-ba2c-889b5e1e944d": 0, "c2adb4e1-44f3-4060-9629-9c5f48e1dbc2": 1, "eb40c9bf-2751-48ad-80db-6740d703ab8d": 1, "ec81e4eb-1e7e-442c-a8bd-66078f70c4da": 1, "f5006871-e32f-44f4-9cda-2c6dc0a77146": 1, "fbb01639-1ec3-4231-87de-439baabb668f": 1}
