crID	flank	n_reads	raw_sites	sites	sv_sites	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
1944	5000	21	94	71	0	0.995	2	1.0	12,9	0.8	1.0	1.0	0.0	0.0	1	0.0	21	12	9	1.0	0.0	0.0	0.486	0.0	1.0		{"0b4003b4-c764-413f-85e1-f4d2b072bb9b": 0, "2582de81-88ff-43c8-a077-ca080b51e6f9": 1, "348b2c77-de71-4cf7-bdaf-0d779da4b9ab": 0, "41e791de-ff5d-483c-9203-ad09302b91cd": 0, "4ba3db28-b893-4438-83f6-7ef859500fd4": 1, "52d5d5e7-9b58-48d8-b604-0e213cf5959b": 0, "5ac1d320-482e-4de9-980f-0f1570ccecf4": 1, "62c4475a-a64d-4455-86b3-12c722982c00": 0, "703a0248-95c4-4e9c-8c40-4c16d5cf1a83": 1, "73859390-f721-47f4-9b7e-72340d39b5d7": 1, "79cfa678-cec8-4c90-ba30-803fd6387d93": 0, "94ad3f39-43ed-4526-9890-aeb0463ba3c5": 0, "a81fd069-0d1a-4613-b4c5-680d5e6b2f97": 1, "ad24e76b-55ec-45c8-bc94-11c05738ba05": 0, "af71788f-48c5-457c-a49f-2a1954c70bfd": 0, "bebe5907-72e1-4809-a96c-80e9c1d9a650": 0, "c5a161c9-6d3a-4c80-956a-c5fb43220a72": 1, "c7f982d6-01c7-409e-9d0f-60b94a4afed9": 0, "e44b0e19-4e40-4599-bca4-f92e53a12610": 1, "e6e36ce0-86ac-4970-bd38-13fb5c353cd6": 1, "fb9da9f7-c1d0-4535-99aa-01f101009ad1": 0}
1945	5000	21	86	76	0	1.0	2	1.0	14,7	0.7	1.0	1.0	0.0	0.0	1	0.0	21	14	7	1.0	0.0	0.0	0.533	0.0	1.0		{"1710c24f-237b-4443-a57d-ebc2e41b1cb2": 0, "3f9cd26d-83d0-4ee7-b388-f3d703b7e3ec": 1, "402e7fe3-e875-4d5d-b5de-9f08c87689c4": 0, "52d5d5e7-9b58-48d8-b604-0e213cf5959b": 0, "5ac1d320-482e-4de9-980f-0f1570ccecf4": 1, "62c4475a-a64d-4455-86b3-12c722982c00": 0, "703a0248-95c4-4e9c-8c40-4c16d5cf1a83": 1, "73859390-f721-47f4-9b7e-72340d39b5d7": 1, "79cfa678-cec8-4c90-ba30-803fd6387d93": 0, "7f344274-3836-4560-a617-509882258133": 0, "887de471-72dc-4512-a75c-fd4e91cfc61f": 1, "a0a4a35f-52cb-4b14-8cc3-ec104ca8d114": 0, "adc3e959-63f0-436d-891e-f1c7ecd4a046": 0, "b4710b62-1d32-424a-9480-b3bc64ce36ad": 0, "bb6d565d-3d9a-4026-924a-f9cf97c986c8": 0, "bebe5907-72e1-4809-a96c-80e9c1d9a650": 0, "c5057dd3-1944-48ab-8022-b0b3299f3dc6": 1, "cd0e5f13-f2e6-4afb-94bd-3a42b3bd28cd": 0, "df14f43d-9d34-4de4-8201-c2b5834e5675": 0, "e44b0e19-4e40-4599-bca4-f92e53a12610": 1, "fb9da9f7-c1d0-4535-99aa-01f101009ad1": 0}
1946	5000	22	307	301	19	0.987	2	1.0	12,10	0.8	1.0	1.0	0.0	0.0	2	1.0	21	12	11	1.0	0.0	0.0	1.0	0.0	0.0		{"02c4032d-3d84-489d-8d03-f2cda0f99d80": 0, "095930eb-22af-4f64-ba23-fd702aac48cd": 1, "1fb6178f-bb48-49df-a741-5203255fe343": 0, "2005714a-0b61-4896-b9f0-417322613043": 1, "28131e26-4aec-40aa-bd0d-4d3d411a7790": 0, "2984b5e8-729b-46be-8500-3298f132f640": 0, "358a639f-942a-4789-86fe-cf348c90cdf4": 0, "540db3e0-de51-48b9-9257-a6a9bb9e2b44": 0, "610e0a7e-374d-41a7-8531-6c85b6988922": 1, "6239ad5b-037a-45c1-be67-fff39dbe0156": 1, "675bc894-b41d-4fe7-8b7f-edd25f3fc853": 0, "8b714fa3-8635-4939-9c48-86f828603aca": 0, "b24dfbe6-a03f-473b-b469-1443cfa10c59": 1, "b36a36d6-a9d4-40ba-8575-36130288ea4c": 1, "b4913d25-a16d-499f-bfba-53134cf91b30": 1, "bf82f425-97c2-4014-8914-54ba4b9bcacc": 0, "cb3980bd-a1fd-4945-9a61-1174392fb0b3": 1, "d0fc026d-ddc1-41b3-89ef-2fb5f9f8fe86": 1, "df0b13f8-68cc-42ed-b3ce-005c5dec6950": 0, "e6a2daa8-0f24-4e1a-816c-70233e3a5076": 0, "e98a69b7-1c18-47f7-86a7-24e45890b3d9": 1, "efcacc3a-c40a-4c34-a1e9-9b0e290f9ed1": 0}
1947	5000	22	355	343	20	0.987	2	1.0	14,8	0.8	1.0	1.0	0.0	0.0	2	0.507	22	14	11	1.0	0.0	0.0	0.753	0.277	0.214		{"095930eb-22af-4f64-ba23-fd702aac48cd": 0, "0c2e176e-83cb-40e8-a1a9-86b95e8c074e": 1, "0c3ca0f8-c6ee-4992-86ea-a5f279bd3a9e": 0, "1fb6178f-bb48-49df-a741-5203255fe343": 1, "2005714a-0b61-4896-b9f0-417322613043": 0, "354c79d2-6978-4f3e-a7a9-f6ed00074df2": 0, "358a639f-942a-4789-86fe-cf348c90cdf4": 1, "610e0a7e-374d-41a7-8531-6c85b6988922": 0, "6239ad5b-037a-45c1-be67-fff39dbe0156": 0, "675bc894-b41d-4fe7-8b7f-edd25f3fc853": 1, "6e2a8752-ec6e-42d2-a2dd-5257d3c8d7de": 0, "99a565c7-fe26-45fd-b13d-1b8c39bf5788": 0, "9d5a884f-2bef-408c-86fd-65b85d5a18f7": 0, "b24dfbe6-a03f-473b-b469-1443cfa10c59": 0, "b36a36d6-a9d4-40ba-8575-36130288ea4c": 0, "bf82f425-97c2-4014-8914-54ba4b9bcacc": 1, "c7c33be7-a25a-43a4-bd34-50528feef815": 0, "cb3980bd-a1fd-4945-9a61-1174392fb0b3": 0, "df0b13f8-68cc-42ed-b3ce-005c5dec6950": 1, "e6a2daa8-0f24-4e1a-816c-70233e3a5076": 1, "e98a69b7-1c18-47f7-86a7-24e45890b3d9": 0, "efcacc3a-c40a-4c34-a1e9-9b0e290f9ed1": 1}
1948	5000	13	164	157	18	0.974	2	1.0	7,6	0.7	1.0	1.0	0.0	0.0	2	0.69	11	6	5	1.0	0.0	0.0	1.0	0.0	0.0		{"017ca04b-43a7-4592-ae43-77962a52ecf8": 0, "07c357e0-b705-49c9-a1d3-75e742a87a68": 1, "2453d5fd-301c-4c78-bd5d-b397189968f6": 1, "69a25901-c982-402d-9cbd-bd9a3efc5c96": 1, "74d7bc7b-3aee-46b7-8aa3-ec3680829f86": 1, "78916ce6-b17a-403f-9473-17aaae3af302": 1, "7cdaf16e-4f9f-4172-a04a-e00b16503e83": 0, "8e7bbac4-ca61-4a62-a4cd-ae17f9d6d6f5": 1, "b18a056c-243b-4773-9c59-292cc4871d07": 0, "b4a560ed-3a9b-46f5-875d-8f823aefac6c": 0, "c06284c2-a599-4b8c-ab1d-9f27bd95c423": 1, "c2e6d5b3-c28e-4cdb-879f-546a7e1b48f7": 0, "fc74bafa-165a-4245-a3cf-6a15b894b5d9": 0}
1949	5000	26	550	545	0	0.988	2	1.0	14,12	1.5	1.0	1.0	0.0	0.0	1	0.0	26	13	15	1.0	0.0	0.0	0.483	0.0	1.0		{"03ce5bdd-437d-4a1d-ab04-fe1ea8d95194": 0, "0512be49-bbe9-4360-bd33-130acf10c5b3": 1, "32512369-7b50-4ac4-a81a-93b6722c7542": 1, "3b31cae1-8a06-43ee-b041-b3d3e973fae5": 1, "404141f8-2a00-488c-b773-493f477711fe": 0, "548af10e-6ca2-4330-b3f7-308526bef1be": 1, "57154379-f0d5-4f5e-abc6-179d8f1ddbc9": 1, "58011637-282b-4137-a3b7-054ef0539075": 0, "5937db81-dd6b-4403-b9d1-a4cda6812deb": 0, "6194b0fe-c251-4d45-b74d-3359757fcf66": 1, "63814753-fdc0-43cc-978a-1f7caafbf2ca": 0, "7808fe1d-31bb-4dc5-ab80-34ad4b958ec9": 0, "9155fde5-efb9-46ea-bdcd-e018be8bbb0e": 1, "990fe70f-3cc4-45e9-934a-da0662e3babd": 0, "9f3c8256-93e9-44be-8bf0-fa33acb45be4": 0, "a4caf993-cf9a-44e5-bd3d-ba1cb05d4b8e": 1, "a777170c-a754-4de2-8b89-6635bfbf821f": 1, "a815832c-ca73-4b29-b74d-e244cbef452e": 0, "b1f8f890-3759-4e45-850e-16afaebaf8e7": 0, "b5f2975e-95c8-4695-9064-97ffb5a2fe77": 1, "c962d2ee-0c20-4da2-b37e-09147a468ab9": 1, "d0e1798f-02f3-43da-89d5-fbb715907334": 1, "d4d1cbc7-b857-46f2-8ae7-2ab838c7a358": 0, "d5912af8-e3b7-4075-b2a4-975a40a935d4": 1, "dace8122-f1e9-4b57-8ea4-dc9843dfbf69": 1, "f91d005b-d551-483a-89eb-be7eca02c86a": 0}
1950	5000	28	394	336	26	0.984	2	1.0	18,10	1.2	1.0	1.0	0.0	0.0	1	0.0	28	11	19	1.0	0.0	0.0	0.524	0.0	1.0		{"121c8329-db96-4c10-bb8b-b824c52aff98": 0, "30c3bed9-5e29-4485-a61c-2554152acbca": 0, "324f696c-7020-4468-84a2-e802d7ac4dfd": 0, "4d89d636-cba5-4420-9288-372047498b1e": 0, "60699089-87a9-48a7-a5b8-6532d4003730": 0, "6ea3bd6b-38d8-4fd4-9aeb-7d40229493a2": 0, "70a61482-4a02-436c-8a84-3785f1147927": 0, "7615902f-cf49-4d2d-9824-89118318dab3": 0, "7d61694f-e2fc-4f75-8246-a7b2e7267c2f": 1, "8908c5e2-6372-4d35-a9b9-0bb9b2fa3351": 1, "9440f581-98bd-4820-8b69-0e7aa6933c61": 0, "99ef3d04-fee9-4c79-b22c-992b5f275cce": 1, "9a057fc0-0cb0-490a-ab2a-425455f7532e": 1, "9faec02f-5e6d-4653-8b5e-f0d2d33e3940": 0, "a238181e-fe0e-47f6-8df7-45c39cbf9835": 0, "a54b097f-9b76-4171-a43e-60ccb47441b7": 0, "a7d059d6-7e75-4f7b-a78b-eb145e45d45e": 0, "a9be2566-1c6a-4864-b3c6-8df433c3b966": 0, "ac7e83f0-01e7-4a35-a3c4-a6dac405da55": 1, "aff7f06b-dcd6-4142-94ab-a2426e5d6882": 0, "ba371aa0-48f7-4865-9984-783b060275bf": 1, "bb221c3e-437e-46e8-8952-49dbabd6e0e4": 0, "d5d22323-88f6-46b7-b6b4-5ac3029c1023": 1, "d646cc3b-fc32-4ad1-a1ff-c2c13ab103a0": 1, "dbe3a5b0-211e-4803-8725-be7587db34b9": 0, "ec3271a8-f1a1-4737-9426-8184c7fa8fd4": 1, "f09ede4d-3114-4fe9-b828-4d207c27c4e1": 0, "f4962aef-e5f2-43d0-9c30-2c1a5bda8572": 1}
1951	5000	41	373	339	36	0.361	2	0.61	17,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1.8	1.0	1.0	0.0	0.0	2	0.147	25	8	19	1.0	0.0	0.0	0.72	0.317	0.235		{"064f85db-c61c-4834-a1d5-5426981c928b": -1, "1d1fd7cf-b4f6-420e-80a3-b4912cd84e4c": -1, "1e9332f4-c02e-4f9b-9e0a-2382ecdeabfa": -1, "287a1706-e73c-4c46-a69a-6d229cd886f2": -1, "2c6753bd-719f-4504-8653-755ec75dbde8": -1, "30c3bed9-5e29-4485-a61c-2554152acbca": 5, "324f696c-7020-4468-84a2-e802d7ac4dfd": 5, "34b242d3-8b04-4e3c-bfbf-9392323c809c": -1, "4ca235ab-4986-4f85-a60c-850bf0d793c8": 5, "4d89d636-cba5-4420-9288-372047498b1e": 5, "558560f3-7828-4011-bc85-cc0aa5bece8f": -1, "5c2936d6-2cc5-472c-b497-a02322cec95a": -1, "60699089-87a9-48a7-a5b8-6532d4003730": 5, "621279d1-975b-42ef-9f1b-5e0cb6c3548b": -1, "62764bf9-2ee1-4aca-b01e-57e465a52482": -1, "6dad8148-e19b-4519-9d61-bc33093550e2": -1, "6ea3bd6b-38d8-4fd4-9aeb-7d40229493a2": 5, "6fd4c18f-ffc7-4845-bdb1-fb4fea88166f": 5, "70a61482-4a02-436c-8a84-3785f1147927": 5, "7d61694f-e2fc-4f75-8246-a7b2e7267c2f": 12, "7fb6bfa2-6e24-4b1d-9a4f-85fba06a6e02": -1, "8908c5e2-6372-4d35-a9b9-0bb9b2fa3351": 12, "9440f581-98bd-4820-8b69-0e7aa6933c61": 5, "97aa8ac8-0186-4739-afb3-585873fccd19": -1, "98fe7aaf-6f03-4939-b992-cfcbd0ff0076": -1, "99ef3d04-fee9-4c79-b22c-992b5f275cce": 12, "9a057fc0-0cb0-490a-ab2a-425455f7532e": 12, "9a0c2352-3bb1-4801-933a-e521ef99154a": 12, "9faec02f-5e6d-4653-8b5e-f0d2d33e3940": 5, "a238181e-fe0e-47f6-8df7-45c39cbf9835": 5, "a54b097f-9b76-4171-a43e-60ccb47441b7": 5, "a9be2566-1c6a-4864-b3c6-8df433c3b966": 5, "ac7e83f0-01e7-4a35-a3c4-a6dac405da55": 12, "aff7f06b-dcd6-4142-94ab-a2426e5d6882": 5, "ba371aa0-48f7-4865-9984-783b060275bf": 12, "bb221c3e-437e-46e8-8952-49dbabd6e0e4": 5, "cd95feae-4bfe-4f46-99e3-5df13335ead6": -1, "d302ef29-3aea-498d-b72c-522feb7819f0": 5, "d5d22323-88f6-46b7-b6b4-5ac3029c1023": 12, "dbe3a5b0-211e-4803-8725-be7587db34b9": 5, "f68e707d-c680-4c79-b654-56eb1e43c61f": -1}
1952	5000	19	151	114	0	0.982	2	1.0	13,6	0.7	1.0	1.0	0.0	0.0	1	0.0	19	13	6	1.0	0.0	0.0	0.544	0.0	1.0		{"09010e91-f79a-4923-b3a3-d0b95c847bef": 0, "149539c1-2f95-472a-91ce-7e01f21e12b9": 0, "179146b0-4ba5-4fd5-aebb-8f190ce847f5": 1, "214e0aa1-5c11-4080-9775-d80e6c3ba125": 1, "25632497-c37b-4c18-853f-db868096773f": 1, "4ca235ab-4986-4f85-a60c-850bf0d793c8": 0, "4db17270-fc00-4436-a5c1-b5c44825b6de": 1, "4dd1e46f-be8b-496f-b83b-84f57f65da78": 0, "65ad0cc8-5906-4486-9b62-65bd69645a8d": 1, "84e4c994-c709-4017-ad73-fa4fbaaa2ee6": 0, "8961a5de-a303-450f-8cb5-10ef7cdf1cd7": 1, "8b5502a4-e553-46a2-b592-105f0b7622ed": 1, "8f4a71ed-10f7-4469-ba29-0943644987f2": 1, "9a0c2352-3bb1-4801-933a-e521ef99154a": 1, "aaef75af-2332-4829-b71a-7eebbf1d9ad8": 1, "b3e61436-30cb-4f45-99a0-a247e9695001": 1, "bd761519-12fb-4749-8493-171c19db4c56": 0, "d5b5c312-354d-4439-b7e9-aaa9349a9b0e": 1, "dc739031-21e5-4673-a34b-c9b7487d6a43": 1}
1953	5000	19	24	0	0	0.0	0	0.0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0.6	0.0	nan	nan	nan	1	0.0	9	5	5	0.556	1.0	0.0	0.444	0.0	1.0		{"00ff62ab-4b89-4792-9bbb-c86e6bcc69a8": -1, "082b3af4-a42a-474e-bc25-56b9927c817e": -1, "22879815-74cf-42f7-a17b-bf028d66960d": -1, "2aa6a6b2-cc3c-4a65-91df-fd20ecd26109": -1, "3c5dcb69-6cfe-4288-946e-90e7a7e2b4ba": -1, "53082c3c-e77b-411c-8ab5-fbff7dda2fc4": -1, "60ada876-85c3-49ce-8080-ce93e9eda61f": -1, "6aa00c85-393f-436c-841e-5f8a21085f9c": -1, "84eb05fe-8d55-4b1e-b41a-c5335ef5964e": -1, "893f104d-6c75-47b9-bce8-3fb744f7cbef": -1, "917222df-14e7-4ea2-bd94-b304d4fc52f5": -1, "9793e34c-28d6-4652-89e9-322226d186dd": -1, "9cc787ae-1d39-4f76-b97d-5a64215884fd": -1, "a4d13881-076e-436e-ba89-645b9229242c": -1, "af2fe303-1a41-41b5-9e43-3f04724e52eb": -1, "b0d80408-66d1-43dd-8e75-3f9c4905f118": -1, "bf805cfd-1ddb-4495-a306-ed80741c552d": -1, "efa40539-b453-456d-80f2-21fa7545d742": -1, "fc393767-1fd5-46ce-9cc1-61984d5860bb": -1}
1954	5000	32	99	81	0	0.98	2	1.0	17,15	2.8	1.0	1.0	0.0	0.0	1	0.0	30	13	17	1.0	0.0	0.0	0.492	0.0	1.0		{"02a37b2c-68bd-4a47-9718-25cbf6bb0b92": 0, "060895d0-1379-424d-ac61-22e07ad7312a": 1, "06b669a2-15e5-4633-a288-b405691e5b18": 1, "0bf3625f-977c-405e-a6c1-a23e3f2798ac": 1, "111992a6-7189-455a-bf8c-dd6508cbb9a0": 1, "15d328f5-78ce-4303-a868-ba233f136115": 0, "1be5939a-7080-4ae6-b5b0-8dc49517ae8b": 0, "228db0ea-0e6c-4cf6-8c6c-4d3678c1b551": 1, "34cb0efb-659f-4d90-b578-9f46b681a5a1": 0, "37d93c23-dc80-47d2-b6bf-a12085949ae7": 1, "3e0e0e9e-78d6-43a9-b923-b290afabfbf5": 0, "51fb5fa6-323f-47a8-9450-0a015215a828": 1, "52abd13c-89db-4a74-8aa7-314a6bcee172": 1, "5324eb6e-c18f-4c5a-90ec-ed78ad0fcf97": 0, "586160e7-76f1-463a-b1a6-02501a4fc71d": 0, "6bbe1261-a042-4bad-b768-02ee2db1041d": 0, "7e699d4e-3752-462b-b8b5-1f5920eefac4": 1, "80f5dd75-2c43-4663-9d92-5c2e97c316b4": 0, "82f7a35b-943d-438b-af95-7a693f707945": 0, "887e8f17-29fa-421b-9c47-22619045e103": 1, "8a94e079-c59d-44de-8c6f-6ec22c459543": 1, "92a0115b-ccc1-43ad-be93-829995b53746": 1, "97bc2004-2038-493f-a2ca-0b88c94cad04": 1, "9a38027f-5458-4218-8fd6-1adf46507690": 1, "c48cacd2-ee31-4f94-8e87-121c860540d7": 1, "d4dfa0ee-1418-4620-b067-9688f56e5c65": 0, "d68f2622-aa17-414e-9194-d14a20f34f7d": 1, "e384269b-631a-45c4-bfb4-eda920438f7e": 0, "ecfefcfa-ce9c-46c5-8293-cc20973c9f42": 0, "f559a4b7-9c06-460f-bc95-15c7da2447aa": 0, "f75135ca-598c-4f5c-b445-5e821961775e": 0, "fa6c741b-fef6-41d6-a0ec-8e7d4085f069": 1}
1955	5000	29	89	83	57	0.813	1	0.862	25,1,1,1,1	6.3	0.929	0.487	0.0	1.0	1	0.0	14	5	9	0.473	0.174	0.889	0.505	0.0	1.0		{"04426914-fac1-433d-a720-1ce33d126981": -1, "1191b74c-6d01-4f0b-9413-a5d7e65b584b": 1, "29b22f23-5be4-4ef2-b8d1-9729d2ee93f1": 1, "30b7db37-cef2-422c-a3ca-bea41ec6c826": 1, "47c29be5-5544-498b-bee9-cc646ee11286": 1, "51c9e76b-5ccf-40b6-97d6-d362100fcab0": 1, "56c6da94-387f-4369-8b7d-399986406ddd": 1, "57db818e-e593-4085-88f1-292fd1809015": 1, "5da82648-b9c1-460a-8fcd-18ec2b792879": -1, "5df70348-3c60-46db-a5c6-c29d836dc3b9": 1, "7bb6869c-a31b-4612-843e-d5c932d53f6a": 1, "7d7492d5-b9eb-4cca-acef-1485b311a609": 1, "8007819a-c2a7-4b3e-86e9-4eb580862307": 1, "840bdeda-e31a-4820-b316-13ee2e100917": 1, "86e0b002-29d7-44d8-aed8-68abe3274b19": 1, "899753ef-8151-4d90-b673-82e76c950930": 1, "8e7302ed-3ec6-4fb1-bf08-81d6a18bc30e": 1, "96727653-429d-4c27-9574-f582b5e2e595": 1, "a292234d-843a-4c99-a222-96be9841cfcb": 1, "afec2be7-fd11-4cf5-8fb9-cd601e510595": 1, "b8136098-4bb2-4fef-885d-c1939f68b6e7": 1, "b8ce8a55-5d23-4332-a645-c53d608e66df": 1, "ba1cfb0a-4932-4719-8143-0a8f4aa6462f": 1, "c84eded2-ba2a-4a16-aa6a-134b11b899e5": 1, "cad564ce-1db1-49c5-851a-f7828cce0d6d": 1, "d4087765-409e-4c95-9c4c-7d982bdcfba0": 1, "dec06399-82fd-4489-8020-135eed246702": -1, "edd5fcfc-e3f8-4e83-9e4c-cff4d494f955": 1, "f3ea5b6e-7f17-4307-bb0d-02640a9d924b": -1}
1956	5000	34	170	166	77	0.82	1	0.882	30,2,1,1	7.4	0.917	0.455	0.0	1.0	2	-0.099	12	5	8	0.455	0.194	0.857	0.455	0.194	0.857		{"08e6a831-621d-48da-aa03-9da157c0099a": 0, "1191b74c-6d01-4f0b-9413-a5d7e65b584b": 0, "119fe665-415a-4a90-8a8d-6735bdf1efc6": 0, "306a5f50-88e3-4f1d-9738-de3748b2c2cf": -1, "30b7db37-cef2-422c-a3ca-bea41ec6c826": 0, "47c29be5-5544-498b-bee9-cc646ee11286": 0, "51c9e76b-5ccf-40b6-97d6-d362100fcab0": 0, "56c6da94-387f-4369-8b7d-399986406ddd": 0, "5da82648-b9c1-460a-8fcd-18ec2b792879": -1, "5df70348-3c60-46db-a5c6-c29d836dc3b9": 0, "5fbb73e1-3188-4c3e-a96f-7764169aeda9": 0, "6acd21ad-9b57-4d57-b00a-f91a2cc77615": 0, "7bb6869c-a31b-4612-843e-d5c932d53f6a": 0, "7d7492d5-b9eb-4cca-acef-1485b311a609": 0, "8007819a-c2a7-4b3e-86e9-4eb580862307": 0, "840bdeda-e31a-4820-b316-13ee2e100917": 0, "86e0b002-29d7-44d8-aed8-68abe3274b19": 0, "899753ef-8151-4d90-b673-82e76c950930": 0, "8e7302ed-3ec6-4fb1-bf08-81d6a18bc30e": 0, "96727653-429d-4c27-9574-f582b5e2e595": 0, "a292234d-843a-4c99-a222-96be9841cfcb": 0, "a5714963-7112-44d3-a290-aafb20730b4a": 0, "afec2be7-fd11-4cf5-8fb9-cd601e510595": 0, "b8136098-4bb2-4fef-885d-c1939f68b6e7": 0, "b8ce8a55-5d23-4332-a645-c53d608e66df": 0, "ba1cfb0a-4932-4719-8143-0a8f4aa6462f": 0, "c84eded2-ba2a-4a16-aa6a-134b11b899e5": 0, "cad564ce-1db1-49c5-851a-f7828cce0d6d": 0, "d4087765-409e-4c95-9c4c-7d982bdcfba0": 0, "dec06399-82fd-4489-8020-135eed246702": -1, "edd5fcfc-e3f8-4e83-9e4c-cff4d494f955": 0, "edf2f7cb-97f7-421b-9a51-dac7b9dd52eb": 0, "efd6635e-92fc-44cd-a4a8-784a0a6a3cbb": 0, "f3ea5b6e-7f17-4307-bb0d-02640a9d924b": -1}
1957	5000	21	50	2	0	0.067	1	0.143	3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1.0	0.25	nan	nan	nan	1	0.0	4	3	1	0.5	1.0	0.0	0.5	0.0	1.0		{"08e6a831-621d-48da-aa03-9da157c0099a": 0, "119fe665-415a-4a90-8a8d-6735bdf1efc6": -1, "2c31de74-a4dd-48ba-8ec7-618080442ef4": -1, "30b7db37-cef2-422c-a3ca-bea41ec6c826": -1, "509d6b8d-6d1d-44d4-a5f0-333fadddf522": -1, "51c9e76b-5ccf-40b6-97d6-d362100fcab0": -1, "5fbb73e1-3188-4c3e-a96f-7764169aeda9": -1, "62d9dfd4-1991-4f6f-88a9-d983ba7bfee6": -1, "6acd21ad-9b57-4d57-b00a-f91a2cc77615": -1, "733153df-7a3a-4889-8431-f675782fea2b": -1, "7bb6869c-a31b-4612-843e-d5c932d53f6a": -1, "7e647a05-694c-4dfd-9d2c-82336ddf0c45": -1, "84c39939-668a-44c0-b7c4-05a66eafb057": -1, "a9717f35-c0d0-4259-b5b3-995dbd22e586": 0, "b8136098-4bb2-4fef-885d-c1939f68b6e7": -1, "ba1cfb0a-4932-4719-8143-0a8f4aa6462f": -1, "bc5b6067-ace2-4688-913b-ff922619067a": -1, "c84eded2-ba2a-4a16-aa6a-134b11b899e5": -1, "cad564ce-1db1-49c5-851a-f7828cce0d6d": -1, "efd6635e-92fc-44cd-a4a8-784a0a6a3cbb": 0, "f370e240-d731-4959-af6e-edaf30397415": -1}
1958	5000	12	176	146	12	1.0	2	1.0	8,4	0.3	1.0	1.0	0.0	0.0	2	1.0	12	8	5	1.0	0.0	0.0	1.0	0.0	0.0		{"0f2a3b82-7dac-4971-a592-a61dcbd476db": 0, "285b8294-86e1-407b-a3e2-939e1b204a41": 0, "3ed73b08-33dc-423b-b9a8-280206126ee5": 0, "5f4e69ff-9d20-4dcf-93f6-e3685c9111c1": 0, "60a29193-3672-4435-8877-43d945ca8bb5": 1, "662445e2-c6fe-40b8-ae78-432acc0cc451": 1, "9ad6ead6-4006-448a-9323-414a025efddf": 0, "ae18e6cd-39b2-4069-9db4-8f1d0a214caf": 1, "dc8ed56d-da81-448a-96cf-a9752d7b44fb": 1, "f1c7ef60-4d3b-4364-b3c9-56a964560ff9": 0, "f4cb0a1c-602c-4ba8-a735-f49032725b02": 0, "f7806018-0676-4d03-aab9-c006f0b7374b": 0}
1959	5000	19	678	625	16	0.977	2	1.0	11,8	1.0	1.0	1.0	0.0	0.0	2	0.79	19	9	12	1.0	0.0	0.0	0.895	0.084	0.125		{"034ba77e-7bc6-4596-8552-4fb680e12859": 0, "0dd7035e-9613-4098-8b28-db3460dfeea2": 0, "10045e87-017a-42f7-83e4-2cca367cf16b": 0, "1a523ae3-e12a-4423-95d6-c3fca8edb4e8": 1, "288cd1a3-d399-4c26-bd16-1bb19d5ff829": 0, "29d754af-688d-465c-91c3-57f8c28f8fba": 0, "3848037d-b622-41a0-81b2-16be6a37c95a": 0, "3be1b276-b9a4-4967-9bf5-1105a94553d8": 1, "6dfbb900-4e5a-4b46-8ec7-b9ae1338c25f": 1, "70c9dc3f-5d99-4a6b-b34c-66f67e179352": 1, "790bd5ee-8595-4098-aed5-0d41cad6f5a3": 0, "80606be9-e046-4734-a824-905462be8b3f": 0, "96c83a90-d5d5-4ff2-80af-5c1bf9d57395": 0, "9e1dfc4b-91b7-44b4-b48f-e2a193ff7e24": 1, "ad61d282-c675-4429-bde5-e31c5b4920d5": 1, "ad664339-b455-4014-9313-f6b7008fd520": 0, "be2e1c48-2d5c-4fe9-9297-597856bfa42a": 1, "c7946961-ee11-45c2-b657-fc74763e71a6": 0, "f0e0c541-7c44-4a78-8a3f-9c8508cd2e30": 1}
